nspec,timesc,err_lo,err_hi,NSPEC,D_fil,D_along
759,0.1457867655729456,0.1244199931335769,0.5113784414892173,759,0.9282196294696226,5.990269171480828
762,6.975403596328927,2.328734439344018,0.8302846713982754,762,7.593940599344683,5.684944319105173
763,4.063117791677331,3.284608910194465,1.304750100410903,763,6.750671005529441,5.082750605642933
764,2.123612073029671,1.7333462697742608,1.6919657368379577,764,10.945766379093715,5.62877315593116
768,1.238546325857092,0.9521139787210736,1.929521731228366,768,3.0806626074290575,3.9552690659173853
796,1.943194773149788,1.3940143881813645,2.9657654624840752,796,2.2770489323668,9.178365952186464
808,2.9515800398108976,2.375848443794304,1.7927246220703372,808,5.72904654555338,9.034670678715283
814,3.90068861953282,1.60556298805116,1.970602414665848,814,4.9097412676067185,7.790969391237753
817,2.485849731005646,2.0809788699722374,1.8971346693839672,817,1.8393472976235608,7.47937243246998
818,2.843202957486673,2.261694757883287,1.705254483754386,818,3.4195265695294177,7.2569183241216475
836,1.278216510452686,1.053668927788753,1.6354910778074163,836,0.8616751300565587,6.714944011488434
849,7.653425072769004,2.015098508680192,0.607954007182741,849,2.5529866686060916,8.468059374521632
850,0.3946444618417928,0.3400850562192378,1.0234538097146595,850,4.460990133550232,6.60436482872836
855,1.1774417175619911,0.9510085100077968,1.958085512415944,855,0.810808387315017,6.896041637754468
857,0.1933550567818542,0.1700125009235371,0.4951214781247284,857,4.9158554930629546,8.21887124807124
858,6.982281292823839,1.5470039075528668,1.1770888852619912,858,5.7321183176108255,8.214947779761884
861,7.274224121039338,3.2320237888682035,1.1189332988990524,861,2.7628877153741542,8.530130371315657
867,0.7118785166510673,0.5996715040301623,2.768657905821046,867,1.2905292920054763,6.531275665007496
874,0.2300603922373447,0.2104250516668537,1.1039350286285623,874,2.8110995230344678,6.641681376622224
915,2.4802896841745223,1.5757261750953466,1.203095397458828,915,1.36514139619301,7.075984982048566
935,1.4173980414767673,1.1129154167326512,1.581973558100921,935,3.198901313635254,6.835100612961267
941,4.936218319428442,4.109264597927903,1.504419614855565,941,6.201175230938579,5.758981770715727
954,2.067347351302008,1.7722360066587155,2.4025370240551087,954,2.990823606641113,6.7864250469481595
449,0.9248673823313652,0.7067277638045923,1.5071665730341557,449,16.401014286348158,9.651785292482476
902,6.593719006376967,3.3894516337202294,1.607201492075058,902,15.115053459912408,7.223619650908714
