TARGID,MAG_R,MAG_G,SNR,WEAVE_RA,WEAVE_DEC,CSV_RA,CSV_DEC,FLAG_Z,Z_FINAL,D_along,D_fil,is_member,nspec,timesc,err_lo,err_hi,t99,err_lo_t99,err_hi_t99,D_along_2D,D_fil_2D,is_member_2D
A2142-8754,19.8956,20.5644,3.420993089675904,239.881285,26.6876629,239.881,26.6877,3.0,0.0897412,3.269830211321973,2.696198644173549,True,196,0.7641518106991585,0.5784798238422084,1.5082636073162456,8.397597252532208,0.5784798238422084,1.5082636073162456,3.236190554072635,0.020332421701514412,True
A2142-9026,18.9603,19.9174,9.967796325683594,240.0426794,26.5148298,240.043,26.5149,3.0,0.094273,4.492286009163288,15.745392665789788,False,197,2.669900214705775,1.5057456536947535,3.64892669737155,8.298485819123373,1.5057456536947535,3.64892669737155,4.2364707992816815,0.2380265872972313,True
A2142-8707,18.6834,19.6855,13.570667266845703,239.7820424,26.7626213,239.782,26.7626,3.0,0.0860944,2.6663661623639823,7.8316726944150785,False,202,1.1906957733398118,0.8199823934640451,1.6471109320695858,5.244796974168136,0.8199823934640451,1.6471109320695858,2.748563407919241,0.20329783826815676,True
A2142-9015,19.1708,19.9796,8.517729759216309,240.0214666,26.5300994,240.021,26.5301,2.0,0.0899332,4.187066046574376,3.2429306845860513,True,206,0.8213943056732491,0.6525967710166158,1.4715744807449225,8.908516381987491,0.6525967710166158,1.4715744807449225,4.135313468585615,0.19241024534052295,True
A2142-8739,19.9974,20.835,5.540243148803711,239.8826354,26.7422867,239.883,26.7423,2.0,0.0905128,3.0734309854807216,4.926318301727586,True,213,4.573642034690498,3.692574894505985,2.0804317517718003,10.957965529256224,3.692574894505985,2.0804317517718003,3.0163812286974467,0.12207352954779033,True
A2142-8732,17.7409,18.7224,17.980850219726562,239.8667652,26.6589415,239.867,26.6589,3.0,0.0878883,3.2928452681246845,2.655540763141146,True,214,5.115668387155618,1.7524868596243066,1.6385447442635712,6.70399724305199,1.7524868596243066,1.6385447442635712,3.3263522155125327,0.11055439824011384,True
A2142-4456,18.013,19.0139,19.01760482788086,240.1015275,26.6764482,240.102,26.6764,3.0,0.0898314,3.7282868230434527,3.053347642434144,True,217,0.3958321336713166,0.334006051428942,0.9811265124968068,3.9713321094057847,0.334006051428942,0.9811265124968068,3.686296977154836,0.7821035698553785,False
A2142-4216,19.6477,20.3846,3.928624391555786,239.9975793,26.9301887,239.998,26.9302,3.0,0.089359,2.477683834890598,1.8510911422181398,True,222,2.0310909222203097,1.6327441779813547,1.9681356912374597,12.312046771136526,1.6327441779813547,1.9681356912374597,2.462479864482891,0.9249657270611391,False
A2142-8858,19.9147,20.499,6.263425827026367,239.9333552,26.6023325,239.933,26.6024,2.0,0.0902301,3.7373586780783397,4.100758492511796,True,224,4.516308598479252,2.905013601664983,1.936755067920206,12.049452258016288,2.905013601664983,1.936755067920206,3.679253559626757,0.03111904662513395,True
A2142-4314,19.5226,20.3601,5.527640342712402,240.0389174,26.7869579,240.039,26.787,3.0,0.0866451,3.0471175429633504,6.289338135021665,True,229,0.8382380110063172,0.6222880151856165,2.357405186761255,5.934214950600509,0.6222880151856165,2.357405186761255,3.121456972632753,0.781009705425414,False
