RA,DEC,S/N,Z_ALF,Z_CALLUM,Z_APS,Z_LIT,Z_FINAL,Z_FINAL_ERR,FLAG_Z
239.978,25.8246,2.91928,0.0916674,0.0916674,0.0916674,0.0915000,0.0916255,8.36986e-05,3.00000
239.928,25.8294,0.0294196,0.133167,-999.000,0.133167,-888.000,0.133167,0.00000,2.00000
239.877,25.7686,4.70634,0.0431955,-999.000,0.0431955,0.0431700,0.0431870,1.47222e-05,3.00000
239.866,25.7930,4.15389,0.0407329,-999.000,0.0407329,0.0407200,0.0407286,7.44821e-06,3.00000
239.476,25.4526,0.0694439,-999.990,-999.000,1.43830,-888.000,1.43830,0.00000,0.00000
239.784,25.7527,0.145641,-999.990,-99.0000,0.676585,0.361750,0.676585,0.00000,0.00000
239.767,25.7155,1.95312,0.301737,0.301500,1.67909,0.301260,0.301499,0.000238510,3.00000
239.447,25.3196,0.593019,-999.990,-999.000,0.358687,-888.000,0.358687,0.00000,0.00000
239.444,25.3468,0.0395980,-999.990,-999.000,3.89832,-888.000,3.89832,0.00000,0.00000
239.649,25.6437,7.81270,0.105954,-999.000,0.105954,0.105940,0.105949,8.08270e-06,3.00000
239.632,25.4618,2.98934,0.148181,-999.000,0.148181,0.148170,0.148177,6.35776e-06,3.00000
239.861,25.5091,0.998348,-999.990,-99.0000,0.623853,-888.000,0.623853,0.00000,0.00000
239.509,25.3692,0.343669,-999.990,-999.000,0.413200,-888.000,0.413200,0.00000,0.00000
239.485,25.2552,0.340120,-999.990,-999.000,0.172058,-888.000,0.172058,0.00000,0.00000
239.915,25.5804,5.19711,0.0893177,0.0893177,0.0893177,0.0893400,0.0893233,1.11573e-05,3.00000
239.554,25.3688,0.0297562,-999.990,-999.000,0.424249,-888.000,0.424249,0.00000,0.00000
239.529,25.3178,2.42648,0.0640338,0.0640338,0.0640338,0.0640300,0.0640328,1.89499e-06,3.00000
239.851,25.5868,-0.546302,-999.990,-999.000,1.66816,-888.000,1.66816,0.00000,0.00000
239.773,25.5364,9.33132,0.0715443,-999.000,0.0715443,0.0715300,0.0715395,8.25476e-06,3.00000
239.890,25.6479,1.91345,0.117192,0.117192,0.117192,0.117170,0.117187,1.10682e-05,3.00000
239.910,25.7165,0.930299,-999.990,-999.000,0.665451,-888.000,0.665451,0.00000,0.00000
239.865,25.6802,5.18342,0.0890790,-999.000,0.0890790,0.0890400,0.0890660,2.25145e-05,3.00000
239.994,25.9054,9.69779,0.0901783,-999.000,0.0901783,0.0901100,0.0901555,3.94370e-05,3.00000
239.609,25.4116,2.37948,0.103616,0.103616,0.103616,-888.000,0.103616,1.54857e-07,3.00000
239.554,25.2269,9.93612,0.0882024,-999.000,0.0882024,0.0882400,0.0882149,2.17058e-05,3.00000
239.513,25.2294,2.44526,0.0882985,-999.000,0.0882985,0.0882900,0.0882957,4.90812e-06,3.00000
239.643,25.2539,0.100125,-999.990,-999.000,0.464310,-888.000,0.464310,0.00000,0.00000
240.090,25.5006,4.92141,0.172136,0.172136,0.172136,0.172020,0.172107,5.79384e-05,3.00000
239.572,25.2148,17.7785,-0.000177097,-999.000,1.06188,2.00000e-05,-7.85485e-05,0.000139369,2.00000
239.553,25.2670,6.74615,0.0397120,-999.000,0.0397120,0.0397000,0.0397080,6.92772e-06,3.00000
239.649,25.2968,10.0087,-0.000919319,-999.000,-0.000919319,-0.000890000,-0.000909546,1.69273e-05,3.00000
239.832,25.3596,6.04923,0.0716181,-999.000,0.0716181,0.0716200,0.0716187,1.09691e-06,3.00000
239.610,25.1570,0.392785,-999.990,-99.0000,1.61061,-888.000,1.61061,0.00000,0.00000
239.796,25.2761,1.84357,0.172556,0.172556,0.172556,0.172580,0.172562,1.19421e-05,3.00000
239.973,25.5504,-0.0277714,-999.990,-999.000,0.448962,-888.000,0.448962,0.00000,0.00000
239.833,25.3380,1.38712,0.330832,-999.000,0.234585,0.330610,0.330721,0.000156976,2.00000
239.662,25.3538,1.69085,0.205851,0.205851,0.205851,-888.000,0.205851,1.82501e-08,3.00000
240.113,25.7465,2.22536,-999.990,-999.000,1.46386,-888.000,1.46386,0.00000,0.00000
240.144,25.8094,5.42840,0.0914722,0.0914722,0.0914722,0.0914800,0.0914741,3.90412e-06,3.00000
240.077,25.7782,2.69061,0.0907446,0.0908000,0.443576,0.0908000,0.0907815,3.19867e-05,3.00000
239.982,25.6218,3.58119,0.0432442,-999.000,0.0432442,0.0432300,0.0432395,8.19884e-06,3.00000
240.135,25.6176,2.35281,0.0898479,0.0898479,0.0898479,0.0898300,0.0898434,8.95437e-06,3.00000
239.885,25.5230,50.1949,-0.000142892,-999.000,-0.000142892,-888.000,-0.000142892,0.00000,2.00000
239.830,25.4504,0.720553,-999.990,-99.0000,0.420185,-888.000,0.420185,0.00000,0.00000
239.871,25.1637,0.231537,-999.990,-999.000,0.450012,-888.000,0.450012,0.00000,0.00000
239.779,25.3927,1.05885,0.270642,0.271000,0.671291,-888.000,0.270821,0.000253134,2.00000
239.754,25.1472,0.115304,-999.990,-999.000,0.0873615,-888.000,0.0873615,0.00000,0.00000
239.798,25.2427,1.84102,0.261665,-999.000,0.261665,-888.000,0.261665,0.00000,2.00000
239.712,25.1649,2.05725,0.0903423,0.0903423,0.0903423,-888.000,0.0903423,1.58051e-08,3.00000
239.875,25.1931,5.51775,0.0688280,0.0688280,0.0688280,0.0688400,0.0688310,5.99896e-06,3.00000
239.862,25.2754,2.35947,-999.990,-999.000,-0.000519261,-888.000,-0.000519261,0.00000,0.00000
239.678,25.1399,-0.292771,-999.990,-999.000,2.90614,-888.000,2.90614,0.00000,0.00000
239.735,25.3348,2.56493,0.112339,0.112339,0.112339,0.112370,0.112347,1.54775e-05,3.00000
239.911,25.3977,0.676217,-999.990,-99.0000,0.557836,-888.000,0.557836,0.00000,0.00000
239.731,25.3730,3.00038,-999.990,-999.000,3.92524,-888.000,3.92524,0.00000,0.00000
239.890,25.2866,0.557820,0.244830,-999.000,0.244830,-888.000,0.244830,0.00000,2.00000
239.699,25.3430,2.29937,0.169143,-99.0000,0.169143,0.168740,0.169009,0.000232673,3.00000
239.925,25.4773,5.75839,0.104307,0.104307,0.104307,0.104310,0.104308,1.45381e-06,3.00000
240.004,25.7485,5.50712,0.340534,0.340534,0.340534,-888.000,0.340534,1.03238e-07,3.00000
239.797,25.0776,0.809804,-999.990,-99.0000,1.66258,-888.000,1.66258,0.00000,0.00000
239.977,25.4984,1.26036,0.186517,-999.000,0.186517,0.186270,0.186435,0.000142606,3.00000
239.957,25.6629,0.795010,0.170370,-99.0000,0.434965,0.170380,0.170375,7.07014e-06,2.00000
239.876,25.1426,2.08210,0.206163,0.206163,0.206163,0.206050,0.206135,5.65776e-05,3.00000
239.805,25.1735,2.11980,0.0892892,0.0892892,0.0892892,0.0893200,0.0892969,1.53954e-05,3.00000
240.020,25.4074,1.21252,0.438034,-999.000,0.438034,0.438110,0.438059,4.38763e-05,3.00000
240.001,25.2982,1.24535,0.172246,-99.0000,0.172246,0.172140,0.172211,6.11945e-05,3.00000
240.102,25.6807,2.19945,0.172119,-999.000,0.172119,0.172140,0.172126,1.21219e-05,3.00000
239.866,25.0906,6.47225,0.0424372,0.0424372,0.0424372,0.0424700,0.0424454,1.64000e-05,3.00000
239.964,25.2471,2.48263,0.173296,-999.000,0.173296,0.173360,0.173317,3.69507e-05,3.00000
240.056,25.6398,2.89483,0.0904703,-999.000,0.0904703,0.0904900,0.0904769,1.13734e-05,3.00000
239.925,25.0442,12.5052,0.0722527,0.0722527,0.0722527,0.0722200,0.0722445,1.63553e-05,3.00000
240.082,25.6760,1.65778,-999.990,-99.0000,0.554101,-888.000,0.554101,0.00000,0.00000
240.022,25.5736,2.52584,-0.000486221,-999.000,-0.000486221,-0.000470000,-0.000480814,9.36519e-06,3.00000
239.951,25.3499,0.575966,0.528785,-99.0000,0.528785,-888.000,0.528785,0.00000,2.00000
240.025,25.3464,-0.00404646,-999.990,-999.000,0.166980,-888.000,0.166980,0.00000,0.00000
240.001,25.5363,0.230490,-999.990,-999.000,0.459669,-888.000,0.459669,0.00000,0.00000
239.972,25.1131,2.42694,-0.000201673,-0.000201673,-0.000201673,-888.000,-0.000201673,1.26023e-10,3.00000
239.904,25.2318,2.92274,0.205205,-999.000,0.205205,0.205110,0.205173,5.48453e-05,3.00000
240.088,25.2321,4.42632,0.0819416,-999.000,0.0819416,0.0819300,0.0819377,6.69758e-06,3.00000
239.993,25.1276,2.47418,0.219060,0.219060,0.219060,0.219140,0.219080,4.00723e-05,3.00000
239.953,25.1707,1.15705,-999.990,-99.0000,1.69560,-888.000,1.69560,0.00000,0.00000
239.991,25.0348,0.237553,-999.990,-999.000,1.58634,-888.000,1.58634,0.00000,0.00000
239.890,25.2545,2.63855,0.119755,-99.0000,1.56427,0.120030,0.119893,0.000194455,2.00000
240.111,25.0426,-0.0352416,-999.990,-999.000,3.76205,-888.000,3.76205,0.00000,0.00000
240.032,25.0598,0.128393,0.521851,-99.0000,0.521851,-888.000,0.521851,0.00000,2.00000
240.163,25.3730,2.69180,0.0682320,-999.000,0.0682320,0.0683100,0.0682580,4.50334e-05,3.00000
240.030,25.1531,1.22988,-999.990,0.406000,1.61255,-888.000,1.61255,0.00000,0.00000
240.105,25.0764,0.670848,0.570791,-999.000,0.570791,0.570480,0.570687,0.000179566,3.00000
240.169,25.4466,0.725731,-999.990,0.375582,0.375582,-888.000,0.375582,2.98023e-08,2.00000
240.034,25.0149,1.99185,0.209680,0.209680,0.209680,0.209740,0.209695,3.00110e-05,3.00000
240.104,25.1343,0.766134,0.281264,0.281264,0.281264,-888.000,0.281264,1.38188e-07,3.00000
240.066,25.1157,-0.0236020,-999.990,-999.000,0.494419,-888.000,0.494419,0.00000,0.00000
240.014,25.2443,-0.375326,-999.990,-999.000,1.40501,-888.000,1.40501,0.00000,0.00000
240.154,25.4958,2.17134,0.0893992,0.0893992,0.0893992,0.0894100,0.0894019,5.39424e-06,3.00000
240.123,25.0295,3.81929,0.170863,0.170863,0.170863,0.170850,0.170860,6.44928e-06,3.00000
240.087,25.1923,0.713478,-999.990,-99.0000,1.05431,-888.000,1.05431,0.00000,0.00000
240.060,25.2757,1.19220,0.0899914,0.0896000,0.442039,0.0896200,0.0897371,0.000220428,3.00000
240.046,25.4369,-0.352440,-999.990,-999.000,0.121824,-888.000,0.121824,0.00000,0.00000
240.200,25.1722,-0.0390003,-999.990,-999.000,0.150355,-888.000,0.150355,0.00000,0.00000
240.219,25.3269,5.78052,0.0884186,0.0884186,0.0884186,0.0885400,0.0884490,6.06986e-05,3.00000
240.035,25.2570,2.75047,0.211386,0.211386,0.211386,0.211620,0.211444,0.000117049,3.00000
240.195,25.1075,3.01638,0.146548,0.146548,0.146548,0.146680,0.146581,6.59824e-05,3.00000
240.178,25.2471,-0.00442050,-999.990,-999.000,3.73090,-888.000,3.73090,0.00000,0.00000
240.205,25.3708,0.702732,-999.990,-99.0000,1.05121,-888.000,1.05121,0.00000,0.00000
240.243,25.0111,1.05475,0.265386,0.265000,1.05742,0.264780,0.265055,0.000306753,3.00000
240.133,25.5552,0.399247,0.301737,-99.0000,0.386699,-888.000,0.386699,0.00000,0.00000
240.254,25.1159,10.1823,0.0829346,-999.000,0.0829346,0.0829100,0.0829264,1.42039e-05,3.00000
240.171,25.3431,2.56312,0.0430321,-999.000,0.0430321,0.0430100,0.0430247,1.27585e-05,3.00000
240.194,25.0479,0.985460,0.210154,-99.0000,0.210154,0.210240,0.210183,4.96576e-05,3.00000
240.236,25.1289,1.94952,0.356823,-999.000,1.40455,-888.000,1.40455,0.00000,0.00000
240.114,25.5435,6.12529,0.172107,0.172107,0.172107,0.172080,0.172100,1.34276e-05,3.00000
240.152,25.2746,8.09139,0.0676357,0.0676357,0.0676357,0.0676100,0.0676293,1.28498e-05,3.00000
240.265,25.0756,0.0288405,-999.990,-999.000,0.380244,-888.000,0.380244,0.00000,0.00000
240.217,25.0988,2.71236,0.0328163,-999.000,1.60745,-888.000,1.60745,0.00000,0.00000
240.087,25.3398,0.625394,0.0899765,0.0899765,0.0899765,-888.000,0.0899765,7.45058e-09,3.00000
240.082,25.4155,2.76231,0.172671,-999.000,0.172671,0.172570,0.172637,5.83124e-05,3.00000
240.100,25.4754,2.52562,0.218686,0.218686,0.218686,0.218720,0.218695,1.69849e-05,3.00000
240.064,25.3685,-0.150933,-999.990,-999.000,1.57060,-888.000,1.57060,0.00000,0.00000
240.394,25.2303,4.56487,0.0496032,0.0496032,0.0496032,0.0495800,0.0495974,1.16018e-05,3.00000
240.362,25.3169,3.67899,0.0496296,-999.000,0.0496296,0.0495800,0.0496131,2.86357e-05,3.00000
240.344,25.4023,2.84960,0.149019,0.149019,0.149019,0.148950,0.149002,3.45086e-05,3.00000
240.355,25.5085,1.28510,0.245408,-999.000,0.245408,0.245580,0.245465,9.93066e-05,3.00000
240.329,25.5985,3.44936,0.0882645,-999.000,0.0882645,0.0882600,0.0882630,2.59816e-06,3.00000
240.298,25.2434,0.00000,0.00000,-99.0000,1.67416,0.0426300,1.67416,0.00000,0.00000
240.271,25.7371,0.668292,-999.990,-999.000,0.480347,-888.000,0.480347,0.00000,0.00000
240.296,25.5738,6.39118,0.0878663,-999.000,0.0878663,0.0877700,0.0878342,5.55981e-05,3.00000
240.369,25.2612,2.55633,0.169949,-999.000,0.169949,0.170030,0.169976,4.67669e-05,3.00000
240.287,25.7568,9.81886,0.0876136,0.0876136,0.0876136,0.0875400,0.0875952,3.67972e-05,3.00000
240.242,25.8199,4.96148,0.0886455,0.0886455,0.0886455,0.0886300,0.0886416,7.74491e-06,3.00000
240.409,25.1437,0.648093,-999.990,-99.0000,0.535487,-888.000,0.535487,0.00000,0.00000
240.164,25.7712,3.83714,0.0885949,-999.000,0.0885949,0.0886500,0.0886133,3.18146e-05,3.00000
240.195,25.8541,2.30457,0.0882024,0.0882024,0.0882024,0.0882600,0.0882168,2.88039e-05,3.00000
240.216,25.4451,0.901789,0.0718117,-999.000,0.0718117,-888.000,0.0718117,0.00000,2.00000
240.287,25.1008,1.24921,0.266978,-999.000,0.266978,0.267290,0.267082,0.000180134,3.00000
240.208,25.9059,-0.265566,-999.990,-999.000,0.426063,-888.000,0.426063,0.00000,0.00000
240.457,25.0475,1.64092,0.416032,-999.000,0.416032,0.416170,0.416078,7.96827e-05,3.00000
240.244,25.1710,2.82731,0.0873346,-999.000,0.0873346,0.0872200,0.0872964,6.61671e-05,3.00000
240.163,25.8449,4.83929,0.0712457,0.0712457,0.0712457,0.0711100,0.0712118,6.78487e-05,3.00000
240.208,25.7266,3.49420,0.0889803,0.0889803,0.0889803,0.0891000,0.0890102,5.98592e-05,3.00000
240.191,25.6896,2.73544,0.0900107,-99.0000,0.0900107,0.0900700,0.0900305,3.42364e-05,3.00000
240.241,25.2919,2.39562,0.206426,-999.000,0.206426,0.206340,0.206397,4.96490e-05,3.00000
240.249,25.2326,0.0157999,-999.990,-999.000,0.424162,-888.000,0.424162,0.00000,0.00000
240.270,25.3316,13.1442,0.0678915,0.0678915,0.0678915,0.0678600,0.0678836,1.57480e-05,3.00000
240.169,25.6497,3.08976,0.172725,0.172725,0.172725,0.172630,0.172701,4.74530e-05,3.00000
240.138,25.7728,2.17121,0.0888002,-999.000,0.0888002,-888.000,0.0888002,0.00000,2.00000
240.179,25.5495,-0.174534,-999.990,-999.000,0.456749,-888.000,0.456749,0.00000,0.00000
240.484,25.2758,5.75947,-0.000103212,-99.0000,-0.000103212,-7.00000e-05,-9.21413e-05,1.91750e-05,3.00000
240.123,25.7155,6.53104,0.0714407,0.0714407,0.0714407,0.0714300,0.0714380,5.35325e-06,3.00000
240.437,25.3946,2.98991,0.148744,-999.000,1.56111,0.149010,0.148877,0.000188091,2.00000
240.532,25.1730,1.60559,0.217861,0.217861,0.217861,0.217450,0.217758,0.000205539,3.00000
240.408,25.4270,0.407318,-999.990,-999.000,0.573152,-888.000,0.573152,0.00000,0.00000
240.518,25.1519,0.266702,-999.990,-99.0000,0.550496,-888.000,0.550496,0.00000,0.00000
240.374,25.4786,-0.0342465,-999.990,-999.000,0.107424,-888.000,0.107424,0.00000,0.00000
240.546,25.1914,3.87831,0.101321,-999.000,0.101321,0.101270,0.101304,2.94444e-05,3.00000
240.382,25.3051,0.608705,-999.990,-99.0000,1.61856,0.469840,1.61856,0.00000,0.00000
240.417,25.3303,-0.322029,-999.990,-999.000,0.559597,-888.000,0.559597,0.00000,0.00000
240.588,25.2990,4.88205,0.0878633,-999.000,0.0878633,0.0878300,0.0878522,1.92281e-05,3.00000
240.598,25.1336,0.00622053,-999.990,-999.000,0.527366,-888.000,0.527366,0.00000,0.00000
240.576,25.1264,4.54810,0.147950,0.148000,1.58273,0.147930,0.147960,3.60590e-05,3.00000
240.414,25.1930,-0.453097,-999.990,-999.000,0.524239,-888.000,0.524239,0.00000,0.00000
240.547,25.3590,1.05145,-999.990,-99.0000,2.08143,0.415960,2.08143,0.00000,0.00000
240.680,25.2360,3.17489,0.0858432,-999.000,0.0858432,0.0858300,0.0858388,7.61813e-06,3.00000
240.660,25.2531,5.99158,0.131000,0.131000,0.131000,0.131070,0.131018,3.49241e-05,3.00000
240.474,25.4765,15.3057,0.0877349,-999.000,1.57367,0.0878400,0.0877874,7.43154e-05,2.00000
240.702,25.2112,1.11671,0.262767,-999.000,1.59151,0.262060,0.262414,0.000499925,2.00000
240.647,25.1732,1.21794,0.218287,0.218287,0.218287,-888.000,0.218287,6.05288e-08,3.00000
240.451,25.3992,2.81432,0.222582,0.222582,0.222582,-888.000,0.222582,2.15166e-07,3.00000
240.499,25.3027,0.0211675,-999.990,-999.000,3.96201,-888.000,3.96201,0.00000,0.00000
240.617,25.2679,3.72057,0.172950,0.172950,0.172950,-888.000,0.172950,2.75369e-07,3.00000
240.644,25.1406,0.922511,0.406927,0.406927,0.406927,-888.000,0.406927,2.24014e-07,3.00000
240.733,25.1763,4.62858,0.174424,0.174424,0.174424,0.174350,0.174405,3.69551e-05,3.00000
240.501,25.2682,-0.0666529,-999.990,-999.000,1.60658,-888.000,1.60658,0.00000,0.00000
240.613,25.2364,0.508341,-999.990,-99.0000,0.577149,-888.000,0.577149,0.00000,0.00000
240.578,25.5066,0.890184,0.152135,-999.000,0.152135,0.152210,0.152160,4.32999e-05,3.00000
240.553,25.5243,0.450946,0.173847,0.173847,0.173847,0.173800,0.173835,2.34695e-05,3.00000
240.451,25.6502,5.16519,0.0900710,-999.000,0.0900710,0.0900700,0.0900707,5.76422e-07,3.00000
240.688,25.4388,11.9025,0.0676357,-999.000,1.55530,0.0675700,0.0676029,4.64564e-05,2.00000
240.440,25.5866,2.40108,0.0255969,-999.000,0.0255969,0.0256000,0.0255979,1.78946e-06,3.00000
240.476,25.5633,1.55128,0.183669,-999.000,0.183669,0.183690,0.183676,1.21219e-05,3.00000
240.817,25.2852,5.70912,0.0878249,0.0878249,0.0878249,0.0878500,0.0878312,1.25530e-05,3.00000
240.275,25.8491,9.03930,0.0898183,0.0898183,0.0898183,0.0898000,0.0898137,9.15679e-06,3.00000
240.661,25.4570,2.63192,0.268873,-999.000,0.268873,0.268730,0.268825,8.25562e-05,3.00000
240.755,25.3717,2.38804,0.213865,0.213865,0.213865,-888.000,0.213865,1.80667e-07,3.00000
240.771,25.2976,12.9706,-5.10060e-05,-5.10060e-05,-5.10060e-05,-888.000,-5.10060e-05,2.10563e-11,3.00000
240.702,25.3630,3.27767,0.177345,-99.0000,0.177345,0.177410,0.177367,3.75357e-05,3.00000
240.653,25.4067,4.24986,0.176532,0.176532,0.176532,0.176570,0.176542,1.89256e-05,3.00000
240.748,25.3484,3.10634,0.0480961,0.0480961,0.0480961,0.0480900,0.0480946,3.05039e-06,3.00000
240.480,25.5048,2.36009,0.0255239,0.0255239,0.0255239,-888.000,0.0255239,1.93572e-08,3.00000
240.541,25.4009,2.66699,0.0906971,-99.0000,0.0906971,0.0907600,0.0907181,3.63141e-05,3.00000
240.735,25.2492,0.662249,-999.990,-99.0000,0.462484,-888.000,0.462484,0.00000,0.00000
240.503,25.4567,11.4867,0.0869838,-999.000,1.55336,0.0868300,0.0869069,0.000108755,2.00000
240.715,25.5831,2.76427,0.0886683,-99.0000,0.0886683,0.0885300,0.0886222,7.98505e-05,3.00000
240.672,25.3532,2.54998,0.175799,-999.000,0.175799,0.175560,0.175719,0.000137987,3.00000
240.846,25.2544,2.11030,0.0884427,-99.0000,0.0884427,0.0884500,0.0884451,4.21557e-06,3.00000
240.711,25.3011,4.56287,0.0875856,-999.000,0.0875856,0.0874600,0.0875437,7.25163e-05,3.00000
240.794,25.3268,1.01582,-999.990,-99.0000,0.171896,-888.000,0.171896,0.00000,0.00000
240.645,25.5909,2.76967,0.172326,0.172326,0.172326,0.172220,0.172300,5.30308e-05,3.00000
240.590,25.3223,10.5006,0.0848316,-999.000,0.0848316,0.0849500,0.0848711,6.83566e-05,3.00000
240.819,25.4331,8.62700,0.0330644,0.0330644,0.0330644,-888.000,0.0330644,3.72529e-09,3.00000
240.704,25.5571,3.25053,0.206670,-999.000,0.206670,0.206700,0.206680,1.73182e-05,3.00000
240.835,25.3330,2.88940,0.177567,-999.000,0.177567,-888.000,0.177567,0.00000,2.00000
240.770,25.3713,3.21726,0.100474,0.100474,0.100474,0.100500,0.100481,1.29202e-05,3.00000
240.565,25.6601,0.0809478,-999.990,-999.000,0.149458,-888.000,0.149458,0.00000,0.00000
240.431,25.7787,8.85923,0.0875359,-999.000,0.0875359,0.0875000,0.0875239,2.07294e-05,3.00000
240.866,25.2632,1.39850,0.0885177,-999.000,0.0885177,0.0884700,0.0885018,2.75431e-05,3.00000
240.743,25.4858,3.31912,0.0892387,-999.000,1.56786,0.0889300,0.0890844,0.000218284,2.00000
240.863,25.3918,2.52122,0.259823,0.259823,0.259823,-888.000,0.259823,1.38188e-07,3.00000
240.891,25.3801,6.95536,0.0889241,-999.000,0.0889241,0.0887200,0.0888561,0.000117838,3.00000
240.495,25.6532,3.58755,0.160037,-999.000,0.160037,-888.000,0.160037,0.00000,2.00000
240.584,25.5889,7.09728,0.124406,-999.000,0.473724,0.124530,0.124468,8.76812e-05,2.00000
240.552,25.6307,2.33622,0.123964,-999.000,0.123964,0.123920,0.123949,2.54009e-05,3.00000
241.005,25.3918,5.22033,0.0869838,-999.000,0.467570,0.0870600,0.0870219,5.38795e-05,2.00000
240.932,25.3630,0.253634,-999.990,-99.0000,0.171577,-888.000,0.171577,0.00000,0.00000
240.921,25.4445,16.3515,0.0476442,0.0476442,0.0476442,0.0477200,0.0476631,3.79042e-05,3.00000
240.726,25.4343,3.41015,0.173392,0.173392,0.173392,0.173560,0.173434,8.40377e-05,3.00000
240.535,25.5726,3.12397,-999.990,-99.0000,-0.000325253,-888.000,-0.000325253,0.00000,0.00000
240.594,25.5493,7.89985,0.0898391,0.0898391,0.0898391,0.0896800,0.0897993,7.95511e-05,3.00000
240.915,25.4226,1.97830,-999.990,-99.0000,0.464043,-888.000,0.464043,0.00000,0.00000
240.798,25.5051,4.63159,0.0884866,0.0880000,0.522361,0.0880600,0.0881822,0.000265318,3.00000
240.840,25.4488,2.46275,0.0862332,-99.0000,3.85687,-888.000,3.85687,0.00000,0.00000
240.862,25.5522,0.835331,-999.990,-99.0000,0.413451,-888.000,0.413451,0.00000,0.00000
240.827,25.5632,1.18027,-999.990,-999.000,0.0891855,-888.000,0.0891855,0.00000,0.00000
240.853,25.4233,6.84444,0.0877349,0.0877000,1.55517,0.0875900,0.0876750,7.56237e-05,3.00000
240.635,25.6746,-0.274221,-999.990,-999.000,0.156408,-888.000,0.156408,0.00000,0.00000
240.723,25.6280,2.25502,0.0899914,-999.000,1.55952,0.0900600,0.0900257,4.85110e-05,2.00000
240.886,25.6111,1.09825,-999.990,-99.0000,0.537410,-888.000,0.537410,0.00000,0.00000
241.015,25.4364,2.73007,0.219169,0.219169,0.219169,0.219140,0.219162,1.45288e-05,3.00000
241.070,25.4213,3.40175,0.115020,0.115020,0.115020,0.115010,0.115018,5.01697e-06,3.00000
240.791,25.6544,4.53554,0.0392573,-999.000,0.570913,0.0390600,0.0391586,0.000139511,2.00000
240.687,25.6124,2.29911,0.174793,-999.000,0.174793,0.174740,0.174775,3.06015e-05,3.00000
240.484,25.7505,-0.298183,-999.990,-999.000,1.46824,-888.000,1.46824,0.00000,0.00000
240.839,25.4956,3.88727,0.0433559,-999.000,0.0433559,0.0433600,0.0433573,2.36588e-06,3.00000
240.752,25.5579,1.79237,-999.990,-99.0000,0.399622,0.399470,0.399546,0.000107474,2.00000
241.058,25.4724,1.89307,0.0886952,0.0886952,0.0886952,0.0888300,0.0887289,6.74091e-05,3.00000
240.630,25.7144,1.81093,0.220740,-99.0000,0.537699,0.220870,0.220805,9.19223e-05,2.00000
241.056,25.4933,4.14610,0.0884866,-999.000,1.55864,-888.000,1.55864,0.00000,0.00000
241.115,25.4659,0.515593,0.213330,-999.000,0.213330,-888.000,0.213330,0.00000,2.00000
240.949,25.5049,-0.0685631,-999.990,-999.000,0.410967,-888.000,0.410967,0.00000,0.00000
240.415,25.8067,1.04813,0.577063,-999.000,0.577063,0.577680,0.577269,0.000356206,3.00000
241.029,25.5900,2.58888,0.169375,0.169375,0.169375,0.169450,0.169394,3.75137e-05,3.00000
240.937,25.6004,1.55068,0.0330430,0.0330430,0.0330430,0.0330500,0.0330447,3.50616e-06,3.00000
240.538,26.0335,0.287568,-999.990,-999.000,0.179975,-888.000,0.179975,0.00000,0.00000
240.972,25.5622,3.26612,0.0929196,-999.000,0.0929196,0.0929500,0.0929297,1.75505e-05,3.00000
240.942,25.7977,3.13614,0.150514,0.150514,0.150514,0.150610,0.150538,4.80691e-05,3.00000
240.981,25.4725,0.792338,0.226929,0.226929,0.226929,-888.000,0.226929,4.34440e-08,3.00000
240.945,25.6145,1.91110,0.328994,-999.000,1.61540,0.328520,0.328757,0.000335173,2.00000
241.155,25.5146,0.103051,-999.990,-99.0000,1.47349,-888.000,1.47349,0.00000,0.00000
241.019,25.5628,9.93699,0.0264069,0.0264069,0.0264069,0.0264800,0.0264252,3.65442e-05,3.00000
240.985,25.5331,2.92972,0.169139,0.169139,0.169139,-888.000,0.169139,1.20598e-07,3.00000
241.160,25.5544,0.286031,-999.990,-999.000,3.96713,-888.000,3.96713,0.00000,0.00000
240.456,26.0417,7.50490,0.0884866,0.0884000,1.55679,0.0884600,0.0884489,4.43596e-05,3.00000
240.356,26.0418,3.18345,0.0869838,0.0870000,1.41235,0.0869900,0.0869913,8.17273e-06,3.00000
241.049,25.5931,0.970934,0.406611,0.406611,0.406611,-888.000,0.406611,2.75571e-07,3.00000
240.907,25.7957,1.36133,0.107439,0.107439,0.107439,-888.000,0.107439,1.97897e-07,3.00000
240.428,26.0403,1.66186,0.0884866,-999.000,0.427152,-888.000,0.427152,0.00000,0.00000
240.640,25.8624,0.918373,-999.990,-999.000,0.556029,-888.000,0.556029,0.00000,0.00000
241.215,25.6456,0.338303,-999.990,-999.000,3.94778,-888.000,3.94778,0.00000,0.00000
240.703,25.7726,3.08156,0.0894204,-999.000,0.0894204,-888.000,0.0894204,0.00000,2.00000
241.173,25.6580,2.96375,0.186024,-999.000,0.186024,0.185970,0.186006,3.11780e-05,3.00000
240.853,25.8065,0.394941,-999.990,0.210500,0.435311,-888.000,0.435311,0.00000,0.00000
240.417,26.0170,3.38609,0.0445478,0.0445478,0.0445478,0.0445100,0.0445383,1.88978e-05,3.00000
240.679,25.8728,0.0755920,0.220740,-999.000,0.432591,-888.000,0.432591,0.00000,0.00000
240.800,25.7410,3.52474,0.210287,-999.000,0.210287,-888.000,0.210287,0.00000,2.00000
240.339,26.0163,4.22420,0.0424639,-999.000,0.0424639,0.0424700,0.0424659,3.52301e-06,3.00000
