RA,DEC,S/N,Z_ALF,Z_CALLUM,Z_APS,Z_LIT,Z_FINAL,Z_FINAL_ERR,FLAG_Z
240.664,25.7693,5.24951,0.0893840,-999.000,0.0893840,0.0893200,0.0893627,3.69507e-05,3.00000
240.613,25.8579,1.37049,-999.990,-99.0000,0.574595,-888.000,0.574595,0.00000,0.00000
240.443,25.8756,5.42206,0.124142,-999.000,0.124142,0.124160,0.124148,1.03927e-05,3.00000
240.573,25.8566,2.40805,0.344146,0.344146,0.344146,0.344020,0.344115,6.30419e-05,3.00000
240.570,25.7893,1.06471,-999.990,-999.000,0.504906,-888.000,0.504906,0.00000,0.00000
240.519,25.7908,6.57163,0.0904968,0.0904968,0.0904968,0.0906000,0.0905226,5.15928e-05,3.00000
240.510,25.7796,7.29776,0.0899914,0.0905000,1.57319,0.0902300,0.0902405,0.000254461,3.00000
240.839,25.6611,0.0915144,-999.990,-999.000,0.430565,-888.000,0.430565,0.00000,0.00000
241.032,25.7401,17.8083,0.0884866,-999.000,1.56871,0.0885600,0.0885233,5.19038e-05,2.00000
241.149,25.7207,15.0454,0.0392226,0.0392226,0.0392226,0.0391700,0.0392094,2.62950e-05,3.00000
240.856,25.6407,11.4213,0.0672279,0.0672279,0.0672279,0.0671100,0.0671984,5.89478e-05,3.00000
240.605,25.8263,0.814493,-999.990,-99.0000,3.94697,-888.000,3.94697,0.00000,0.00000
241.239,25.6484,0.265394,0.428504,-999.000,0.428504,-888.000,0.428504,0.00000,2.00000
241.249,25.7056,0.850339,-999.990,-99.0000,0.423097,-888.000,0.423097,0.00000,0.00000
240.519,25.8152,9.22481,0.0868686,0.0868686,0.0868686,0.0868000,0.0868515,3.42987e-05,3.00000
240.402,25.8508,8.92247,0.0499400,-999.000,0.0499400,-888.000,0.0499400,0.00000,2.00000
240.997,25.7810,1.30074,0.317769,-999.000,0.317769,0.317790,0.317776,1.21305e-05,3.00000
241.254,25.7431,4.49282,0.104856,-999.000,0.104856,0.104860,0.104857,2.30996e-06,3.00000
241.052,25.7560,1.08736,-999.990,-99.0000,0.157406,-888.000,0.157406,0.00000,0.00000
241.195,25.7673,1.46062,0.243248,0.243248,0.243248,0.243360,0.243276,5.60234e-05,3.00000
240.733,25.6894,2.67274,0.0907446,-999.000,0.429215,0.0902600,0.0905023,0.000342664,2.00000
241.115,25.6832,3.09808,0.278982,-99.0000,0.278982,0.279930,0.279298,0.000547318,3.00000
241.206,25.8053,0.682073,-999.990,-99.0000,3.92286,-888.000,3.92286,0.00000,0.00000
240.753,25.6746,1.02330,-999.990,-999.000,0.438049,-888.000,0.438049,0.00000,0.00000
241.115,25.8173,1.10975,-999.990,-99.0000,0.535424,-888.000,0.535424,0.00000,0.00000
241.022,25.8649,1.32169,0.344671,-99.0000,0.344671,0.344420,0.344587,0.000144929,3.00000
241.021,25.8191,0.168508,-999.990,-999.000,3.95144,-888.000,3.95144,0.00000,0.00000
241.255,25.7638,0.742984,-999.990,-99.0000,3.92304,0.103900,3.92304,0.00000,0.00000
240.886,25.8231,2.08320,-999.990,-999.000,0.391728,0.391540,0.391634,0.000132952,2.00000
241.117,25.8571,6.93821,0.104392,0.104500,1.55774,0.104770,0.104554,0.000194698,3.00000
240.927,25.8667,1.31002,0.249610,-999.000,0.249610,-888.000,0.249610,0.00000,2.00000
241.206,25.8928,0.0316659,-999.990,-999.000,3.92916,-888.000,3.92916,0.00000,0.00000
241.228,25.9083,2.87510,0.114354,-99.0000,1.58163,-888.000,1.58163,0.00000,0.00000
241.064,25.7925,0.549319,0.401879,0.401879,0.401879,-888.000,0.401879,1.54857e-07,3.00000
241.305,25.8969,1.69287,0.450906,0.450906,0.450906,0.450940,0.450915,1.69483e-05,3.00000
241.298,25.9166,3.10669,0.218226,0.218226,0.218226,0.217920,0.218150,0.000153030,3.00000
241.149,25.8888,0.144192,-999.990,-999.000,3.99693,-888.000,3.99693,0.00000,0.00000
240.851,25.8467,2.66732,0.217092,-999.000,0.217092,0.217090,0.217091,1.16143e-06,3.00000
240.939,25.8326,0.963410,0.206381,-999.000,0.206381,-888.000,0.206381,0.00000,2.00000
241.271,25.8382,3.37514,0.150550,-999.000,0.150550,0.150430,0.150510,6.92815e-05,3.00000
241.196,25.8604,2.50443,-5.57272e-05,-99.0000,-5.57272e-05,-888.000,-5.57272e-05,0.00000,2.00000
241.113,25.8768,1.12004,-999.990,-999.000,0.379470,-888.000,0.379470,0.00000,0.00000
241.073,26.0863,5.89730,0.0998237,-999.000,0.579462,-888.000,0.579462,0.00000,0.00000
240.821,26.0262,3.55294,-999.990,-999.000,0.378461,0.0999100,0.378461,0.00000,0.00000
240.744,26.0151,2.70032,0.171687,-999.000,0.171687,0.171840,0.171738,8.83289e-05,3.00000
240.860,26.0848,8.14585,0.0975469,-999.000,1.56613,0.0979400,0.0977435,0.000277964,2.00000
240.885,26.0021,5.68976,0.114354,-999.000,1.55873,0.114270,0.114312,5.93954e-05,2.00000
241.088,25.9501,0.0646570,-999.990,-999.000,0.0668425,-888.000,0.0668425,0.00000,0.00000
240.649,26.0020,1.05839,-999.990,-999.000,0.523998,-888.000,0.523998,0.00000,0.00000
241.036,26.0308,0.207645,-999.990,-999.000,3.91746,-888.000,3.91746,0.00000,0.00000
241.023,25.9391,1.48468,-999.990,-999.000,0.461564,-888.000,0.461564,0.00000,0.00000
240.911,26.0355,4.16089,0.0985621,0.0985621,0.0985621,-888.000,0.0985621,9.12506e-09,3.00000
240.632,25.9781,2.53361,0.172325,0.172325,0.172325,0.172370,0.172336,2.24491e-05,3.00000
240.952,26.0127,1.39247,-999.990,-999.000,0.417505,-888.000,0.417505,0.00000,0.00000
240.776,25.8931,0.658039,0.451049,-99.0000,0.451049,-888.000,0.451049,0.00000,2.00000
240.735,25.9818,7.02969,0.172043,-999.000,0.172043,0.171970,0.172019,4.21470e-05,3.00000
240.361,25.9313,1.64530,-999.990,-99.0000,0.412789,0.412380,0.412584,0.000289191,2.00000
240.891,25.9107,3.01124,0.207322,-999.000,1.57012,0.207530,0.207426,0.000147082,2.00000
240.856,26.0663,2.81784,-999.990,0.243000,1.61456,-888.000,1.61456,0.00000,0.00000
240.285,25.9466,-0.248553,-999.990,-999.000,0.460913,-888.000,0.460913,0.00000,0.00000
240.764,26.0586,0.128449,-999.990,-999.000,0.511080,-888.000,0.511080,0.00000,0.00000
240.384,26.0596,9.44546,0.0887735,0.0887735,0.0887735,0.0887200,0.0887601,2.67451e-05,3.00000
240.431,25.9196,3.28614,0.0873562,-999.000,0.0873562,0.0873700,0.0873608,7.96655e-06,3.00000
240.878,25.8822,6.03483,0.207229,0.207229,0.207229,-888.000,0.207229,1.29048e-07,3.00000
240.769,25.9332,3.12683,0.208156,-999.000,1.59788,0.208130,0.208143,1.83866e-05,2.00000
240.727,25.9566,3.12604,0.204745,-999.000,0.204745,0.204660,0.204717,4.90726e-05,3.00000
240.314,25.8756,3.55674,0.0354869,-999.000,0.0354869,0.0355700,0.0355146,4.79778e-05,3.00000
240.793,25.9211,1.03363,-999.990,-999.000,0.453614,-888.000,0.453614,0.00000,0.00000
241.074,25.8837,3.19107,0.217529,0.217529,0.217529,0.217520,0.217527,4.49030e-06,3.00000
240.812,25.9084,0.996708,-999.990,-99.0000,0.151770,-888.000,0.151770,0.00000,0.00000
241.201,26.0685,1.69043,0.0305924,0.0305924,0.0305924,-888.000,0.0305924,2.69279e-08,3.00000
240.460,25.8889,10.3400,0.0879582,-999.000,0.0879582,0.0878500,0.0879221,6.24721e-05,3.00000
241.302,26.0873,0.689768,-999.990,-99.0000,3.90777,-888.000,3.90777,0.00000,0.00000
241.287,26.0470,0.298112,-999.990,-99.0000,0.503676,-888.000,0.503676,0.00000,0.00000
241.260,26.0988,0.127335,-999.990,-999.000,0.0171758,-888.000,0.0171758,0.00000,0.00000
241.222,26.0513,4.50759,-999.990,-999.000,1.55626,0.104210,1.55626,0.00000,0.00000
240.925,26.1001,0.676811,0.0681717,0.0681717,0.0681717,-888.000,0.0681717,9.12506e-09,3.00000
241.056,26.1239,4.80326,0.0834146,0.0834146,0.0834146,-888.000,0.0834146,1.29048e-08,3.00000
241.167,26.1690,3.33696,0.151922,-999.000,1.56821,0.151920,0.151921,1.41192e-06,2.00000
241.024,26.0974,4.16940,0.122013,-999.000,0.122013,0.122090,0.122039,4.44527e-05,3.00000
241.121,26.1468,0.853868,-999.990,-99.0000,0.465091,-888.000,0.465091,0.00000,0.00000
241.130,26.0954,2.92557,0.177669,0.176000,1.68211,-888.000,1.68211,0.00000,0.00000
241.259,26.1505,3.14028,0.282514,-999.000,0.282514,0.282560,0.282529,2.65494e-05,3.00000
241.258,26.2009,-0.151123,-999.990,-999.000,0.533187,-888.000,0.533187,0.00000,0.00000
241.279,26.2199,1.30297,0.373799,0.374000,0.463984,-888.000,0.373900,0.000142140,2.00000
241.288,26.1879,0.0815574,-999.990,-999.000,3.89802,-888.000,3.89802,0.00000,0.00000
240.708,26.1789,1.93223,0.169898,0.169898,0.169898,0.169950,0.169911,2.60000e-05,3.00000
240.775,26.1738,2.66899,0.170729,-999.000,0.170729,-888.000,0.170729,0.00000,2.00000
240.566,26.0922,3.58616,0.259136,-999.000,0.259136,-888.000,0.259136,0.00000,2.00000
240.518,26.1185,2.47519,0.0313975,-999.000,0.0313975,0.0314100,0.0314017,7.21808e-06,3.00000
241.012,26.1938,-0.0775092,-999.990,-999.000,0.492534,-888.000,0.492534,0.00000,0.00000
241.154,26.2654,0.857826,0.207043,0.207043,0.207043,-888.000,0.207043,1.98247e-07,3.00000
240.751,26.1173,0.645192,-999.990,-999.000,0.540813,-888.000,0.540813,0.00000,0.00000
240.712,26.0706,3.84065,0.178557,0.178557,0.178557,0.178710,0.178595,7.64234e-05,3.00000
240.591,26.1109,3.72695,0.171988,0.172000,1.42056,0.172210,0.172066,0.000124848,3.00000
240.604,26.0656,4.02444,0.0884866,0.0885000,0.440615,0.0886200,0.0885355,7.34571e-05,3.00000
240.671,26.0701,-0.0492018,-999.990,-999.000,1.40289,-888.000,1.40289,0.00000,0.00000
241.130,26.1734,0.166868,-999.990,-999.000,0.554146,-888.000,0.554146,0.00000,0.00000
240.540,26.0696,11.0500,0.0712193,-999.000,0.0712193,0.0712000,0.0712129,1.11454e-05,3.00000
240.588,26.0067,2.61023,0.197819,0.197819,0.197819,0.197780,0.197809,1.94784e-05,3.00000
241.205,26.2891,1.28142,0.116430,-999.000,0.116430,-888.000,0.116430,0.00000,2.00000
240.813,26.0790,2.58886,0.131715,0.131715,0.131715,0.131660,0.131701,2.75602e-05,3.00000
241.042,26.2568,2.50438,0.0691061,-999.000,0.0691061,0.0691300,0.0691141,1.37995e-05,3.00000
241.004,26.2849,-0.413601,-999.990,-999.000,1.58978,-888.000,1.58978,0.00000,0.00000
240.959,26.1234,0.0758719,-999.990,-999.000,3.94083,-888.000,3.94083,0.00000,0.00000
241.038,26.3393,0.438272,-999.990,-99.0000,0.459777,-888.000,0.459777,0.00000,0.00000
240.797,26.2112,-0.137160,-999.990,-99.0000,0.834297,-888.000,0.834297,0.00000,0.00000
241.144,26.3491,6.08776,0.0698505,0.0700464,0.0700464,0.0699200,0.0699658,9.72702e-05,3.00000
241.098,26.3187,2.32833,0.116665,-999.000,1.67706,0.116460,0.116563,0.000144954,2.00000
240.953,26.2437,6.95847,0.106683,0.107000,1.61629,0.106880,0.106854,0.000160051,3.00000
241.074,26.2813,3.48995,0.115341,-999.000,0.115341,0.115340,0.115341,5.76446e-07,3.00000
240.993,26.1222,0.119874,-999.990,-999.000,0.454094,-888.000,0.454094,0.00000,0.00000
241.136,26.3719,2.77840,0.116797,0.116797,0.116797,0.117240,0.116908,0.000221523,3.00000
240.969,26.2907,6.28012,0.0884866,0.0887000,0.440840,0.0889400,0.0887089,0.000226833,3.00000
241.071,26.1489,2.44821,0.0431281,0.0431281,0.0431281,-888.000,0.0431281,0.00000,3.00000
241.203,26.4133,10.4376,0.0476637,-999.000,0.0476637,0.0477700,0.0476991,6.13730e-05,3.00000
241.197,26.4390,4.99576,0.113584,0.113500,1.56774,-888.000,0.113542,5.93954e-05,2.00000
240.850,26.4297,11.8873,0.0471842,-999.000,1.61614,0.0474800,0.0473321,0.000209162,2.00000
241.025,26.4021,6.10567,0.0691958,0.0691958,0.0691958,0.0690100,0.0691493,9.29000e-05,3.00000
240.796,26.3981,2.72434,0.216531,-99.0000,1.67165,-888.000,1.67165,0.00000,0.00000
241.003,26.3409,0.0283259,-999.990,-999.000,0.429836,-888.000,0.429836,0.00000,0.00000
241.168,26.4833,8.91808,0.0720698,0.0723000,1.61667,0.0724800,0.0722833,0.000205611,3.00000
241.184,26.4565,2.92446,0.0703295,0.0703295,0.0703295,0.0704500,0.0703596,6.02417e-05,3.00000
240.600,26.2537,5.12054,0.203649,-999.000,0.203649,0.203680,0.203659,1.78946e-05,3.00000
240.919,26.3060,0.00943318,-999.990,-999.000,0.551633,-888.000,0.551633,0.00000,0.00000
240.995,26.5112,0.255781,-999.990,-999.000,3.92053,-888.000,3.92053,0.00000,0.00000
240.792,26.3726,0.0793596,-999.990,-999.000,3.72372,-888.000,3.72372,0.00000,0.00000
240.649,26.1783,2.23804,0.0877349,0.0878000,0.874639,-888.000,0.0877675,4.60349e-05,2.00000
240.534,26.1873,2.79163,0.114716,-999.000,0.114716,-888.000,0.114716,0.00000,2.00000
240.953,26.4712,14.8967,0.0486319,0.0485000,0.806722,0.0489800,0.0487040,0.000247983,3.00000
240.648,26.1596,4.28615,0.132200,-999.000,1.50060,0.132070,0.132135,9.19223e-05,2.00000
240.998,26.4088,6.87151,0.121303,0.121000,0.843740,-888.000,0.121151,0.000214254,2.00000
240.939,26.3971,10.7498,0.106683,0.107000,1.56662,0.106760,0.106814,0.000165337,3.00000
240.528,26.1645,7.24806,0.0884866,0.0885000,0.874575,-888.000,0.0884933,9.47777e-06,2.00000
240.841,26.3401,5.74655,0.189563,0.189563,0.189563,0.189680,0.189592,5.85194e-05,3.00000
240.913,26.3594,2.93430,0.0451337,0.0451337,0.0451337,0.0451300,0.0451328,1.84348e-06,3.00000
240.922,26.3306,3.23861,0.190158,-999.000,0.190158,-888.000,0.190158,0.00000,2.00000
241.051,26.5576,2.86425,0.173608,-999.000,1.04321,0.173140,0.173374,0.000330927,2.00000
240.666,26.2218,-0.315985,-999.990,-999.000,0.547975,-888.000,0.547975,0.00000,0.00000
240.461,26.0906,5.74078,0.0894978,-999.000,0.0894978,0.0895600,0.0895185,3.59140e-05,3.00000
240.850,26.4466,2.93195,0.190676,0.190676,0.190676,0.190780,0.190702,5.20725e-05,3.00000
240.953,26.5993,11.6631,0.0493566,0.0497000,0.807652,0.0497600,0.0496055,0.000217660,3.00000
241.080,26.5528,2.16830,-999.990,0.118300,3.70344,0.118330,0.118315,2.12157e-05,2.00000
240.962,26.5308,3.46910,0.0500817,0.0485000,1.68572,0.0484200,0.0484600,5.65690e-05,2.00000
240.898,26.5266,5.08690,0.118501,0.118501,0.118501,0.118590,0.118523,4.45222e-05,3.00000
240.925,26.5640,-0.00614970,-999.990,-999.000,0.424337,-888.000,0.424337,0.00000,0.00000
240.859,26.4831,0.306332,-999.990,-999.000,1.47343,-888.000,1.47343,0.00000,0.00000
240.906,26.4673,6.01144,0.188555,0.188555,0.188555,-888.000,0.188555,4.47035e-08,3.00000
241.018,26.5831,5.91787,0.0322317,-999.000,0.0322317,0.0322100,0.0322245,1.25284e-05,3.00000
240.649,26.2909,-0.0256918,-999.990,-999.000,0.157146,-888.000,0.157146,0.00000,0.00000
240.765,26.5873,5.41897,0.168754,-99.0000,1.61587,-888.000,1.61587,0.00000,0.00000
240.949,26.4864,13.6390,0.0728107,-999.000,1.61657,0.0726700,0.0727403,9.94929e-05,2.00000
241.000,26.6395,2.32882,0.207787,-999.000,0.207787,0.207670,0.207748,6.75522e-05,3.00000
240.821,26.6287,2.08434,0.157506,-999.000,1.59569,-888.000,1.59569,0.00000,0.00000
240.863,26.6924,0.790566,-999.990,-999.000,1.55778,-888.000,1.55778,0.00000,0.00000
240.576,26.4077,2.59583,0.0907446,0.0904000,1.67640,0.0905300,0.0905582,0.000174021,3.00000
240.678,26.4916,2.44104,0.0451124,-999.000,0.0451124,0.0452300,0.0451516,6.78964e-05,3.00000
240.533,26.3543,3.52751,0.376225,0.376225,0.376225,0.376330,0.376251,5.24227e-05,3.00000
240.537,26.3253,10.0670,0.0727467,0.0727467,0.0727467,0.0727400,0.0727450,3.35529e-06,3.00000
240.774,26.5703,3.88201,0.169142,0.169142,0.169142,0.169280,0.169177,6.89899e-05,3.00000
240.563,26.3603,18.9663,0.0443340,0.0443340,0.0443340,0.0443200,0.0443305,7.00293e-06,3.00000
240.522,26.2957,3.85063,0.0888662,0.0888662,0.0888662,0.0888400,0.0888597,1.30994e-05,3.00000
240.601,26.2943,2.49010,0.0887162,-999.000,0.0887162,0.0887100,0.0887141,3.57893e-06,3.00000
240.937,26.7425,3.40176,0.0857206,0.0857206,0.0857206,0.0858300,0.0857479,5.47084e-05,3.00000
240.349,26.1161,16.5178,0.0888848,-999.000,0.0888848,0.0887400,0.0888365,8.36015e-05,3.00000
240.329,26.0758,7.97834,0.0877349,-999.000,1.60269,-888.000,1.60269,0.00000,0.00000
240.752,26.4689,6.12831,0.216540,-999.000,0.216540,-888.000,0.216540,0.00000,2.00000
240.393,26.1271,2.36335,0.0865506,-999.000,0.0865506,0.0865800,0.0865604,1.69741e-05,3.00000
240.240,25.9332,8.23628,0.0889650,0.0889650,0.0889650,0.0887800,0.0889188,9.25039e-05,3.00000
240.545,26.2101,7.75465,0.0737491,0.0737491,0.0737491,0.0738000,0.0737618,2.54537e-05,3.00000
240.621,26.3376,19.2181,0.0438383,0.0438383,0.0438383,-888.000,0.0438383,4.56253e-09,3.00000
240.721,26.3712,0.707845,0.0877349,-999.000,0.468781,0.0880800,0.0879074,0.000244020,2.00000
240.505,26.6038,5.36127,0.0896929,0.0896929,0.0896929,0.0895000,0.0896447,9.64490e-05,3.00000
240.651,26.3117,0.187625,-999.990,-999.000,1.55927,-888.000,1.55927,0.00000,0.00000
240.873,26.5356,0.145330,-999.990,-999.000,1.57759,-888.000,1.57759,0.00000,0.00000
240.489,26.5679,3.39052,0.148587,0.148587,0.148587,0.148440,0.148550,7.34504e-05,3.00000
240.927,26.7516,2.05137,0.0854835,0.0854835,0.0854835,0.0854700,0.0854801,6.74775e-06,3.00000
240.876,26.7163,3.06101,0.0703460,-999.000,0.0703460,0.0704300,0.0703740,4.85005e-05,3.00000
240.656,26.5247,3.24792,0.0450163,-99.0000,0.734541,0.0447900,0.0449032,0.000160018,2.00000
240.676,26.5689,3.04223,0.0737668,0.0737668,0.0737668,0.0738500,0.0737876,4.16065e-05,3.00000
240.863,26.7951,1.86371,0.145574,0.145700,1.04751,0.145750,0.145675,9.06911e-05,3.00000
240.873,26.7477,2.62714,0.132982,0.133000,1.55737,-888.000,0.132991,1.27283e-05,2.00000
240.631,26.4721,3.94568,0.0728444,0.0728444,0.0728444,0.0729000,0.0728583,2.77944e-05,3.00000
240.747,26.6028,6.37300,0.170370,-999.000,1.61106,0.170280,0.170325,6.36417e-05,2.00000
240.643,26.5903,1.11454,-999.990,-999.000,0.652959,5.00000e-05,0.652959,0.00000,0.00000
240.355,26.2178,4.80977,0.0892387,-999.000,1.55375,0.0892400,0.0892394,9.16694e-07,2.00000
240.288,26.1100,6.65396,0.0860896,0.0860896,0.0860896,0.0861700,0.0861097,4.01934e-05,3.00000
240.640,26.7095,4.57205,0.0899149,0.0899149,0.0899149,-888.000,0.0899149,9.12506e-09,3.00000
240.767,26.6823,2.87773,0.0922526,0.0920000,1.69323,0.0919500,0.0920675,0.000162209,3.00000
240.549,26.4185,3.57305,0.193519,-999.000,0.193519,-888.000,0.193519,0.00000,2.00000
240.718,26.6327,4.06936,0.0909965,-999.000,0.0909965,0.0910600,0.0910177,3.66625e-05,3.00000
240.533,26.5379,5.40479,0.191580,0.191500,1.66797,0.192020,0.191700,0.000280002,3.00000
240.594,26.4624,4.81102,0.209684,-999.000,0.209684,-888.000,0.209684,0.00000,2.00000
240.345,26.2776,5.09491,0.0892078,0.0892078,0.0892078,0.0891400,0.0891909,3.39026e-05,3.00000
240.499,26.4606,3.03545,0.0440652,0.0440652,0.0440652,0.0440100,0.0440514,2.76007e-05,3.00000
240.623,26.8177,2.55216,0.190757,0.191000,1.03951,-888.000,0.190879,0.000171822,2.00000
240.574,26.5358,3.07744,0.0894004,0.0894004,0.0894004,-888.000,0.0894004,7.45058e-09,3.00000
240.661,26.6364,5.06049,0.177669,0.177600,1.67823,0.178160,0.177810,0.000305351,3.00000
240.752,26.8378,2.36664,0.222427,0.222200,1.51620,-888.000,0.222313,0.000160506,2.00000
240.370,26.1798,3.94977,0.0890955,-999.000,0.0890955,0.0890600,0.0890837,2.04971e-05,3.00000
240.756,26.7736,3.46553,0.107447,-999.000,1.61694,0.107100,0.107274,0.000245363,2.00000
240.788,26.8037,9.24103,0.0922526,-999.000,1.61323,0.0921800,0.0922163,5.13349e-05,2.00000
240.741,26.8562,2.07678,0.000595093,-999.000,0.000595093,0.000320000,0.000503395,0.000158825,3.00000
240.585,26.7255,2.45668,0.429957,-99.0000,1.61854,-888.000,1.61854,0.00000,0.00000
240.645,26.7877,1.75596,0.190757,0.190600,1.02754,-888.000,0.190679,0.000111025,2.00000
240.276,26.5680,4.58639,0.274807,0.274807,0.274807,-888.000,0.274807,1.21058e-07,3.00000
240.165,26.4153,2.61793,0.0901852,0.0901852,0.0901852,0.0901400,0.0901739,2.26088e-05,3.00000
240.644,26.7395,9.27792,0.000513794,-999.000,0.627765,-0.000160000,0.000176897,0.000476444,2.00000
240.186,26.4163,3.03514,0.193136,-999.000,0.193136,0.193150,0.193141,8.07839e-06,3.00000
240.212,26.4185,6.63511,0.0899584,0.0899584,0.0899584,0.0899300,0.0899513,1.41971e-05,3.00000
240.463,26.7304,4.51938,0.152718,-999.000,1.61591,0.152430,0.152574,0.000203643,2.00000
240.659,26.8944,0.977082,-999.990,-99.0000,3.69345,-888.000,3.69345,0.00000,0.00000
240.498,26.8315,2.15633,0.227610,0.227610,0.227610,0.227240,0.227518,0.000185070,3.00000
240.126,26.2186,7.28612,0.115090,0.115090,0.115090,-888.000,0.115090,2.75319e-07,3.00000
240.712,26.8045,6.60244,0.0489400,-999.000,0.0489400,0.0490800,0.0489867,8.08291e-05,3.00000
240.216,26.1911,3.86679,0.0877349,-999.000,0.509774,-888.000,0.509774,0.00000,0.00000
240.147,26.0188,3.19067,0.222487,-999.000,0.222487,0.223150,0.222708,0.000382782,3.00000
240.631,26.8689,2.69871,0.0691117,0.0688000,1.61415,-888.000,0.0689559,0.000220402,2.00000
240.466,26.6946,3.14001,0.222070,0.222070,0.222070,0.222210,0.222105,6.99982e-05,3.00000
240.571,26.7322,2.81017,0.327712,-999.000,0.327712,-888.000,0.327712,0.00000,2.00000
240.431,26.5084,10.0370,0.0907446,0.0907000,1.57938,0.0909100,0.0907849,0.000110641,3.00000
240.493,26.9532,2.21922,-999.990,-99.0000,1.04634,0.103970,1.04634,0.00000,0.00000
240.512,26.9498,1.17776,0.104491,-999.000,0.104491,-888.000,0.104491,0.00000,2.00000
240.453,26.5120,3.13553,0.0975078,0.0975078,0.0975078,0.0975100,0.0975084,1.09781e-06,3.00000
240.536,26.9082,3.84636,0.219883,-999.000,0.219883,-888.000,0.219883,0.00000,2.00000
240.183,26.2576,3.12105,0.0911024,-999.000,0.0911024,0.0912500,0.0911516,8.52189e-05,3.00000
240.501,26.6222,6.04303,0.114354,0.114300,1.57097,0.114450,0.114368,7.59749e-05,3.00000
240.607,26.8244,2.66406,0.189974,0.189974,0.189974,-888.000,0.189974,4.34440e-08,3.00000
240.206,26.1973,3.72900,0.0633775,-999.000,0.0633775,0.0633900,0.0633817,7.21808e-06,3.00000
240.560,26.7596,4.34764,-0.000102027,-999.000,-0.000102027,-888.000,-0.000102027,0.00000,2.00000
240.234,26.3109,5.64024,0.0923238,0.0923238,0.0923238,0.0922700,0.0923103,2.68929e-05,3.00000
240.266,26.1752,6.01124,-8.96853e-05,-999.000,-8.96853e-05,-888.000,-8.96853e-05,0.00000,2.00000
240.291,26.3982,7.27040,0.0990642,0.0991000,1.56657,0.0989200,0.0990281,9.52841e-05,3.00000
240.249,26.1679,8.53784,0.0882171,0.0882171,0.0882171,-888.000,0.0882171,1.58051e-08,3.00000
240.345,26.8921,2.21070,0.0912969,-999.000,0.0912969,0.0913900,0.0913279,5.37527e-05,3.00000
240.388,26.5337,3.47655,0.128435,-999.000,0.128435,0.128480,0.128450,2.59816e-05,3.00000
240.320,26.3020,4.51428,0.0912646,-999.000,0.0912646,0.0913600,0.0912964,5.50819e-05,3.00000
240.392,26.3722,1.30593,0.173502,-999.000,0.173502,0.173380,0.173461,7.04343e-05,3.00000
240.317,26.1984,5.19956,0.0903218,-999.000,0.0903218,0.0903700,0.0903379,2.78270e-05,3.00000
240.470,26.7922,5.97744,0.166817,-999.000,0.166817,0.166880,0.166838,3.63743e-05,3.00000
240.312,26.6918,6.16420,0.0875923,0.0875923,0.0875923,0.0875900,0.0875917,1.14990e-06,3.00000
240.336,26.9878,0.714653,-999.990,-99.0000,3.70516,-888.000,3.70516,0.00000,0.00000
240.442,26.9540,0.881243,-999.990,-99.0000,3.68476,0.103070,3.68476,0.00000,0.00000
240.350,26.7123,1.82666,0.383321,-999.000,1.06358,0.382720,0.383020,0.000424967,2.00000
240.350,26.9571,0.326978,-999.990,-999.000,3.91474,-888.000,3.91474,0.00000,0.00000
240.094,26.4889,11.0713,0.000230553,-999.000,0.000230553,0.000130000,0.000197035,5.80543e-05,3.00000
240.304,26.8873,2.28805,0.282977,-999.000,0.282977,0.283590,0.283181,0.000353901,3.00000
240.086,26.3395,22.1955,-0.000574544,-0.000574544,-0.000574544,-888.000,-0.000574544,0.00000,3.00000
240.404,26.8277,2.07189,0.216598,0.216598,0.216598,0.216940,0.216683,0.000171046,3.00000
240.280,26.9662,4.38307,0.0899914,0.0900000,1.61378,0.0900000,0.0899971,4.96834e-06,3.00000
240.087,26.2886,9.11889,0.118209,0.118400,1.56854,0.118770,0.118460,0.000285223,3.00000
240.129,26.5452,3.37849,-999.990,0.0479500,0.609273,0.0479800,0.0479650,2.12130e-05,2.00000
240.103,26.2894,4.58592,0.117334,0.117334,0.117334,0.117540,0.117386,0.000102947,3.00000
240.174,26.8123,1.52614,-999.990,-99.0000,0.461674,-888.000,0.461674,0.00000,0.00000
240.333,26.8486,3.22743,0.236034,-999.000,0.236034,0.235930,0.235999,6.00503e-05,3.00000
240.153,26.4629,3.32212,0.0929873,0.0929873,0.0929873,0.0929000,0.0929655,4.36455e-05,3.00000
240.205,26.5185,3.35369,0.0869063,0.0869063,0.0869063,0.0869300,0.0869122,1.18514e-05,3.00000
240.169,26.9172,1.15218,0.0890772,-99.0000,0.0890772,0.0896200,0.0892581,0.000313388,3.00000
240.125,26.3188,5.26454,0.0849551,0.0849551,0.0849551,0.0850400,0.0849763,4.24447e-05,3.00000
240.186,26.5304,2.02508,0.229211,-999.000,0.229211,-888.000,0.229211,0.00000,2.00000
240.270,26.6403,1.13125,-999.990,0.258400,1.60515,-888.000,1.60515,0.00000,0.00000
240.232,26.6170,6.04006,0.0877674,-999.000,0.0877674,0.0878900,0.0878083,7.07827e-05,3.00000
240.253,26.7701,4.65865,0.0804677,0.0804677,0.0804677,0.0804700,0.0804683,1.15617e-06,3.00000
240.111,26.7286,3.21474,0.0245390,0.0245390,0.0245390,0.0245400,0.0245393,4.93669e-07,3.00000
240.165,26.9896,9.07440,0.0907446,-999.000,1.60605,0.0907700,0.0907573,1.79598e-05,2.00000
