NSPEC,TARGID,MAG_R,MAG_G,SNR_RED,SNR_BLUE,WEAVE_RA,WEAVE_DEC,CSV_RA,CSV_DEC,FLAG_Z,Z_FINAL
809,A2142-8202,21.3426,22.7401,1.8430765867233276,0.3189839720726013,240.7526218,25.6745578,240.753,25.6746,0.0,0.438049
810,A2142-9938,21.1981,23.0656,1.2471916675567627,0.1028497964143753,241.2058805,25.8052345,241.206,25.8053,0.0,3.92286
811,A2142-3771,17.4642,18.355,21.405359268188477,9.633161544799805,241.1488899,25.7206748,241.149,25.7207,3.0,0.0392094
812,A2142-9958,19.0027,19.7642,6.597196102142334,2.398792266845703,241.2543581,25.7430046,241.254,25.7431,3.0,0.104857
814,A2142-7995,18.2471,19.2562,13.566878318786621,5.125531196594238,240.5191892,25.8151946,240.519,25.8152,3.0,0.0868515
815,A2142-3712,20.4584,21.8502,3.5614724159240723,0.6137418746948242,240.8864356,25.823095,240.886,25.8231,2.0,0.391634
817,A2142-7922,17.9089,18.9456,15.217484474182129,5.626283645629883,240.459602,25.8888805,240.46,25.8889,3.0,0.0879221
818,A2142-7918,19.6155,20.5113,4.858734607696533,1.5973533391952515,240.4306162,25.9195984,240.431,25.9196,3.0,0.0873608
820,A2142-5107,21.7849,22.7205,0.7175654768943787,-0.048398591578006744,241.2871016,26.0469998,241.287,26.047,0.0,0.503676
821,A2142-9792,19.8743,20.9177,5.034811973571777,1.4273449182510376,241.0738148,25.8837057,241.074,25.8837,3.0,0.217527
825,A2142-3568,21.3765,22.6717,1.7625964879989624,0.2992702126502991,240.8119278,25.9084608,240.812,25.9084,0.0,0.15177
826,A2142-7906,20.3137,22.0723,3.283113956451416,0.1931489109992981,240.3608397,25.9312565,240.361,25.9313,2.0,0.412584
827,A2142-5122,20.7043,20.9254,2.100052833557129,1.156198263168335,241.2008426,26.0685208,241.201,26.0685,3.0,0.0305924
828,A2142-3604,21.6677,22.8843,1.0862305164337158,0.29889845848083496,240.776071,25.8931029,240.776,25.8931,2.0,0.451049
830,A2142-7829,18.9534,19.3913,4.62501859664917,2.5131545066833496,240.3135484,25.8755184,240.314,25.8756,3.0,0.0355146
831,A2142-3476,19.8544,20.6116,4.667475700378418,1.5769778490066528,240.7265674,25.9564931,240.727,25.9566,3.0,0.204717
832,A2142-3571,20.1176,21.3625,5.008749485015869,1.1674071550369263,240.8905426,25.91071,240.891,25.9107,2.0,0.207426
834,A2142-9574,19.8881,21.0553,4.550276279449463,1.212550401687622,240.8560539,26.0662991,240.856,26.0663,0.0,1.61456
835,A2142-3462,18.8435,20.1556,11.242238998413086,2.8192527294158936,240.7346261,25.9818842,240.735,25.9818,3.0,0.172019
836,A2142-3251,18.3899,19.3584,13.640056610107422,5.352766036987305,240.3838637,26.0595369,240.384,26.0596,3.0,0.0887601
837,A2142-3561,19.1087,20.1584,9.175241470336914,2.9406838417053223,240.877814,25.8821636,240.878,25.8822,3.0,0.207229
838,A2142-5147,21.5795,22.9487,1.1862378120422363,0.21625860035419464,241.3019192,26.0872671,241.302,26.0873,0.0,3.90777
839,A2142-3564,19.9035,20.9221,4.817709445953369,1.5363903045654297,240.7693561,25.9332614,240.769,25.9332,2.0,0.208143
840,A2142-3603,21.3935,23.1626,2.004244327545166,0.20863671600818634,240.792605,25.9211192,240.793,25.9211,0.0,0.453614
841,A2142-8389,19.8235,20.9599,4.89249849319458,1.0419371128082275,240.98499,25.5331122,240.985,25.5331,3.0,0.169139
842,A2142-3261,19.2582,19.8273,4.647274017333984,2.099492311477661,240.4167222,26.0169713,240.417,26.017,3.0,0.0445383
843,A2142-8107,19.8077,20.8775,5.677865982055664,1.5002461671829224,240.7996026,25.7409795,240.8,25.741,2.0,0.210287
845,A2142-7921,19.0085,19.5507,7.2245025634765625,3.8060710430145264,240.4425901,25.8755789,240.443,25.8756,3.0,0.124148
846,A2142-3885,18.9788,20.0035,4.3344621658325195,1.5878568887710571,241.1726158,25.6580478,241.173,25.658,3.0,0.186006
847,A2142-8009,20.003,20.9225,3.614835739135742,1.159758448600769,240.5727634,25.8566221,240.573,25.8566,3.0,0.344115
848,A2142-3692,20.873,21.2332,1.7663472890853882,0.8896695971488953,240.9072171,25.7956898,240.907,25.7957,3.0,0.107439
849,A2142-8093,19.1852,19.6105,6.840087890625,3.7878758907318115,240.6643207,25.7692651,240.664,25.7693,3.0,0.0893627
850,A2142-3262,19.8275,20.9789,5.496659278869629,1.020589828491211,240.3559608,26.0417835,240.356,26.0418,3.0,0.0869913
851,A2142-8054,21.3693,22.581,1.7923928499221802,0.33986395597457886,240.5703863,25.7893132,240.57,25.7893,0.0,0.504906
853,A2142-3259,20.031,20.6761,2.424039125442505,0.917908251285553,240.4276795,26.040253,240.428,26.0403,0.0,0.427152
854,A2142-3516,21.3564,22.6225,2.1944432258605957,0.5196784734725952,240.6131055,25.8579401,240.613,25.8579,0.0,0.574595
855,A2142-3330,18.8068,19.8336,11.25439167022705,3.896735668182373,240.456038,26.0417202,240.456,26.0417,3.0,0.0884489
857,A2142-7997,18.7822,19.8828,11.269954681396484,3.485124349594116,240.509781,25.7796349,240.51,25.7796,3.0,0.0902405
858,A2142-7999,18.7037,19.7218,9.664118766784668,3.5875511169433594,240.5191479,25.7908567,240.519,25.7908,3.0,0.0905226
859,A2142-3249,19.7405,20.1429,5.182657241821289,3.124462842941284,240.339354,26.0162808,240.339,26.0163,3.0,0.0424659
860,A2142-3527,21.6611,22.8784,1.5680477619171143,0.24631372094154358,240.6403216,25.8623787,240.64,25.8624,0.0,0.556029
861,A2142-8098,19.9416,20.279,3.8134958744049072,2.295497417449951,240.7024941,25.7725841,240.703,25.7726,2.0,0.0894204
863,A2142-3661,21.6799,22.4232,0.6177409887313843,0.19060532748699188,240.85284,25.8065442,240.853,25.8065,0.0,0.435311
864,A2142-8378,21.5097,22.5141,1.5546605587005615,0.43862003087997437,241.0486992,25.5930122,241.049,25.5931,3.0,0.406611
865,A2142-10740,18.8267,19.7919,7.5124993324279785,2.70607590675354,241.1969152,26.4390609,241.197,26.439,2.0,0.113542
866,A2142-10650,18.3035,19.2939,9.399901390075684,2.898681640625,241.0249379,26.4021301,241.025,26.4021,3.0,0.0691493
867,A2142-9368,18.9024,19.7455,10.307882308959961,4.308223724365234,240.527763,26.1644982,240.528,26.1645,2.0,0.0884933
869,A2142-10734,18.4515,19.4425,12.954124450683594,5.035085678100586,241.1677103,26.483296,241.168,26.4833,3.0,0.0722833
872,A2142-4846,18.3144,19.2801,15.708520889282227,5.943854331970215,240.9386962,26.3971153,240.939,26.3971,3.0,0.106814
874,A2142-9475,19.8447,20.8168,3.6813151836395264,0.8205985426902771,240.6487682,26.1782757,240.649,26.1783,2.0,0.0877675
875,A2142-10641,17.014,17.9656,20.757837295532227,10.225496292114258,240.9532637,26.4711866,240.953,26.4712,3.0,0.048704
876,A2142-9366,19.8846,20.4958,4.025334358215332,1.3808954954147339,240.534431,26.187305,240.534,26.1873,2.0,0.114716
877,A2142-4795,19.9572,21.0275,4.304017066955566,1.089316487312317,240.7962072,26.3981676,240.796,26.3981,0.0,1.67165
878,A2142-4772,17.7453,18.6206,17.200624465942383,7.476228713989258,240.8496797,26.4296923,240.85,26.4297,2.0,0.0473321
881,A2142-9476,19.6806,20.697,6.607994079589844,2.0767550468444824,240.648443,26.1595332,240.648,26.1596,2.0,0.132135
882,A2142-10737,19.4069,20.0696,4.080471038818359,1.6635862588882446,241.1842997,26.456571,241.184,26.4565,3.0,0.0703596
883,A2142-9463,19.5143,20.0877,6.685874938964844,3.4543232917785645,240.6003989,26.2537498,240.6,26.2537,3.0,0.203659
887,A2142-10649,18.8706,19.8874,10.53055191040039,3.3299508094787598,240.9977689,26.4088031,240.998,26.4088,2.0,0.121151
888,A2142-10741,17.5794,18.6026,15.08379077911377,6.427002906799316,241.2026351,26.4133408,241.203,26.4133,3.0,0.0476991
889,A2142-5066,21.49,21.99,1.2832715511322021,0.5034160017967224,241.1541506,26.2654089,241.154,26.2654,3.0,0.207043
890,A2142-9720,21.5107,21.9853,1.0044671297073364,0.33669161796569824,240.9250085,26.1000966,240.925,26.1001,3.0,0.0681717
892,A2142-5025,21.7068,23.4095,1.8079700469970703,0.10067025572061539,241.1212486,26.1468094,241.121,26.1468,0.0,0.465091
894,A2142-9622,21.1783,22.3726,1.3251447677612305,0.05671548843383789,240.7506283,26.1172495,240.751,26.1173,0.0,0.540813
898,A2142-10797,21.1663,22.1241,2.0640156269073486,0.5384534597396851,241.2787707,26.2199787,241.279,26.2199,2.0,0.3739
899,A2142-5108,19.6625,20.8009,4.773738384246826,1.4190001487731934,241.2585527,26.1505535,241.259,26.1505,3.0,0.282529
900,A2142-5049,19.8883,20.9237,4.58950138092041,1.2704014778137207,241.129902,26.095466,241.13,26.0954,0.0,1.68211
901,A2142-3331,19.5573,20.1028,3.403536319732666,1.4557207822799683,240.5184726,26.1185088,240.518,26.1185,3.0,0.0314017
902,A2142-5031,19.3113,19.8775,6.493509769439697,3.193702459335327,241.0560274,26.123946,241.056,26.1239,3.0,0.0834146
904,A2142-5047,19.3311,20.3978,5.346137523651123,1.4150424003601074,241.1674073,26.1690787,241.167,26.169,2.0,0.151921
905,A2142-9461,19.9175,20.443,2.5235278606414795,1.2129645347595215,240.707882,26.1789499,240.708,26.1789,3.0,0.169911
906,A2142-9671,19.4909,19.9761,5.4473981857299805,2.8639564514160156,241.0236221,26.097401,241.024,26.0974,3.0,0.122039
907,A2142-9566,19.6783,20.4307,4.081240177154541,1.2314764261245728,240.7754105,26.1737947,240.775,26.1738,2.0,0.170729
910,A2142-5110,19.2058,20.0525,6.8332695960998535,2.301208257675171,241.2223726,26.0513144,241.222,26.0513,0.0,1.55626
912,A2142-3334,19.6686,20.2594,4.86714506149292,2.230574131011963,240.5663104,26.0921848,240.566,26.0922,2.0,0.259136
913,A2142-4939,18.7795,19.7855,10.519285202026367,3.636432409286499,240.9528669,26.24375,240.953,26.2437,3.0,0.106854
915,A2142-3338,19.143,19.9484,6.011998176574707,2.1567108631134033,240.6041832,26.0655848,240.604,26.0656,3.0,0.0885355
916,A2142-4142,19.7437,20.584,3.5500197410583496,1.0494751930236816,241.098446,26.3186388,241.098,26.3187,2.0,0.116563
917,A2142-10732,18.5494,19.3102,8.624199867248535,3.6508288383483887,241.1437506,26.3490514,241.144,26.3491,3.0,0.0699658
918,A2142-5030,19.5694,19.9937,3.276193380355835,1.4249622821807861,241.0710594,26.148922,241.071,26.1489,3.0,0.0431281
919,A2142-9611,21.8959,22.5437,-0.05657927691936493,-0.13372641801834106,240.7970969,26.2111779,240.797,26.2112,0.0,0.834297
920,A2142-9468,19.3921,20.2086,5.702755451202393,1.766615629196167,240.5908036,26.1108545,240.591,26.1109,3.0,0.172066
921,A2142-3332,18.0954,18.9705,15.604240417480469,6.547322750091553,240.5403901,26.0696059,240.54,26.0696,3.0,0.0712129
925,A2142-3357,20.0346,20.6811,3.999481201171875,1.261216402053833,240.5882619,26.0067512,240.588,26.0067,3.0,0.197809
926,A2142-9559,19.3828,20.179,4.001084804534912,1.1915019750595093,240.8129471,26.0789633,240.813,26.079,3.0,0.131701
927,A2142-4971,21.7009,23.0259,0.816585898399353,0.11791888624429703,241.0379392,26.3392887,241.038,26.3393,0.0,0.459777
928,A2142-10739,19.3598,20.0905,4.16670036315918,1.39773690700531,241.13602,26.3718946,241.136,26.3719,3.0,0.116908
930,A2142-4943,19.46,19.8647,4.4753007888793945,2.521183729171753,241.0736416,26.2812748,241.074,26.2813,3.0,0.115341
932,A2142-4941,20.1051,20.4728,3.19997501373291,1.7387913465499878,241.0416734,26.2567842,241.042,26.2568,3.0,0.0691141
934,A2142-10744,19.9303,20.4207,1.7112005949020386,0.7877681255340576,241.2046722,26.2890244,241.205,26.2891,2.0,0.11643
935,A2142-4938,18.977,19.6833,8.944600105285645,3.729112148284912,240.9690953,26.2907017,240.969,26.2907,3.0,0.0887089
936,A2142-9552,19.108,20.0459,5.848491668701172,1.6124064922332764,240.7119084,26.0706888,240.712,26.0706,3.0,0.178595
937,A2142-10645,19.3428,20.1552,4.091561317443848,1.4900474548339844,241.0504758,26.5575296,241.051,26.5576,2.0,0.173374
940,A2142-10564,19.0816,19.6065,6.805202960968018,3.521740436553955,240.8976895,26.5265669,240.898,26.5266,3.0,0.118523
941,A2142-4116,19.9567,20.7193,3.7922887802124023,1.3226759433746338,240.5757929,26.4076311,240.576,26.4077,3.0,0.0905582
942,A2142-9373,19.762,20.9414,5.779481887817383,1.3105971813201904,240.5329591,26.3542228,240.533,26.3543,3.0,0.376251
943,A2142-10571,18.9275,19.6422,7.963814735412598,3.849994659423828,241.0184325,26.5831701,241.018,26.5831,3.0,0.0322245
944,A2142-10570,17.5869,18.54,19.499614715576172,8.06026554107666,240.9485638,26.4863905,240.949,26.4864,2.0,0.0727403
945,A2142-10467,19.1156,20.3144,8.430932998657227,2.160510301589966,240.7650863,26.5872483,240.765,26.5873,0.0,1.61587
946,A2142-4068,20.0258,20.412,3.169785499572754,1.5781724452972412,240.6783132,26.491638,240.678,26.4916,3.0,0.0451516
947,A2142-4773,20.0269,20.9253,4.438256740570068,1.441606044769287,240.8499074,26.4465467,240.85,26.4466,3.0,0.190702
948,A2142-10554,19.8416,20.6985,4.912802696228027,1.97621750831604,240.9619653,26.5307692,240.962,26.5308,2.0,0.04846
949,A2142-10569,19.015,19.8378,8.798206329345703,3.193528652191162,240.9058148,26.4673205,240.906,26.4673,3.0,0.188555
951,A2142-4851,19.8658,20.6841,4.863809108734131,1.623947262763977,240.9216252,26.3306176,240.922,26.3306,2.0,0.190158
952,A2142-10643,19.1403,19.8855,2.9578793048858643,1.0994534492492676,241.0798647,26.552811,241.08,26.5528,2.0,0.118315
953,A2142-10565,17.8147,18.716,16.137174606323242,7.909895896911621,240.9528313,26.5992419,240.953,26.5993,3.0,0.0496055
954,A2142-3258,18.8503,19.7961,8.54198932647705,2.7405920028686523,240.4613826,26.090692,240.461,26.0906,3.0,0.0895185
955,A2142-4847,19.0749,19.6028,3.8272557258605957,1.9525257349014282,240.9129386,26.3594336,240.913,26.3594,3.0,0.0451328
956,A2142-4843,19.0334,20.0782,8.86291790008545,2.703214645385742,240.8411515,26.3401025,240.841,26.3401,3.0,0.189592
957,A2142-5332,20.0609,21.2406,3.9571902751922607,0.7352120876312256,241.0003134,26.6395281,241.0,26.6395,3.0,0.207748
959,A2142-10479,19.9376,20.9214,3.210101366043091,1.028944492340088,240.8206584,26.6287185,240.821,26.6287,0.0,1.59569
