NSPEC,TARGID,MAG_R,MAG_G,SNR_RED,SNR_BLUE,WEAVE_RA,WEAVE_DEC,CSV_RA,CSV_DEC,FLAG_Z,Z_FINAL
263,A2142-4455,18.6044,19.1754,2.4715394973754883,0.68025803565979,240.1739855,26.8122352,240.174,26.8123,0.0,0.461674
264,A2142-3014,19.1527,19.8854,6.66819429397583,2.699434518814087,240.1026859,26.2894035,240.103,26.2894,3.0,0.117386
265,A2142-4380,20.0802,20.8515,2.9212632179260254,1.2840032577514648,239.9969485,26.8258028,239.997,26.8258,0.0,1.06009
266,A2142-4588,19.7684,20.4308,4.463832378387451,1.8166720867156982,240.3134095,26.7608201,240.313,26.7609,0.0,0.469854
268,A2142-9968,17.8211,18.7061,1.7470171451568604,0.8828412294387817,240.0798956,26.9718656,240.08,26.9719,0.0,3.70146
269,A2142-9167,20.0208,20.7969,5.625927925109863,2.532634735107422,240.2226731,26.5528875,240.223,26.5529,3.0,0.168358
270,A2142-4322,18.4757,19.2059,8.204120635986328,3.886478900909424,240.1591238,26.8730588,240.159,26.873,3.0,0.0648836
271,A2142-9993,19.3751,20.247,3.300936222076416,1.2574632167816162,240.1051084,26.9469197,240.105,26.947,2.0,0.09546
272,A2142-4574,21.0066,22.4093,2.0230369567871094,0.4180237352848053,240.2908529,26.7611109,240.291,26.7611,0.0,0.245
273,A2142-4595,19.1962,20.2613,9.850996017456055,3.2402052879333496,240.2549709,26.5826442,240.255,26.5826,2.0,0.153757
274,A2142-9996,18.0663,19.0324,12.988445281982422,5.708209991455078,240.1646015,26.9895979,240.165,26.9896,2.0,0.0907573
275,A2142-4316,18.4774,19.3991,9.484403610229492,3.6203315258026123,240.0792715,26.7942788,240.079,26.7943,3.0,0.0894629
276,A2142-4320,18.8888,19.7796,5.301334381103516,2.11673641204834,240.1110305,26.8256243,240.111,26.8257,3.0,0.0917494
278,A2142-4329,19.818,20.4994,2.5760159492492676,1.1380283832550049,240.045418,26.9440075,240.045,26.9439,2.0,0.146527
280,A2142-4633,21.2748,22.5131,2.0025970935821533,0.43107831478118896,240.2700942,26.640368,240.27,26.6403,0.0,1.60515
281,A2142-4453,19.3834,19.7165,3.779432773590088,2.6141021251678467,240.1112157,26.7286251,240.111,26.7286,3.0,0.0245393
283,A2142-4003,20.1551,20.5852,3.4594004154205322,2.25985050201416,240.1180338,26.6312553,240.118,26.6312,2.0,2.0692
284,A2142-9995,19.6005,20.5195,3.723400592803955,1.281367540359497,240.1310108,26.955959,240.131,26.956,0.0,1.61487
285,A2142-10185,21.2634,22.8795,2.665374755859375,0.44703036546707153,240.3150015,26.8192612,240.315,26.8192,2.0,0.374698
286,A2142-9138,20.0851,21.1419,3.1781210899353027,0.927523136138916,240.1864648,26.5304208,240.186,26.5304,2.0,0.229211
287,A2142-4583,19.0083,19.7762,8.648746490478516,3.6526808738708496,240.2316785,26.6169809,240.232,26.617,3.0,0.0878083
288,A2142-4470,18.9998,19.7078,6.623152732849121,2.8887393474578857,240.2528535,26.7701017,240.253,26.7701,3.0,0.0804683
289,A2142-550,22.0595,22.8684,0.1672241985797882,0.04684630036354065,239.7242594,25.6012667,239.724,25.6012,3.0,0.328647
290,A2142-1604,21.5506,21.9209,-0.032201848924160004,0.12051653116941452,239.9275325,25.8294161,239.928,25.8294,2.0,0.133167
291,A2142-495,20.0893,21.0501,3.8555617332458496,1.0452852249145508,239.4898144,25.5153893,239.49,25.5154,3.0,0.216461
294,A2142-7726,19.3259,20.2693,7.93989896774292,2.7772998809814453,240.1046457,25.9401522,240.105,25.9402,2.0,0.167921
296,A2142-345,17.8323,18.8906,16.328292846679688,6.2003173828125,239.4449475,25.6608597,239.445,25.6608,3.0,0.0891342
298,A2142-5544,21.6753,22.6666,0.9446924924850464,0.33915257453918457,239.3780466,25.4676124,239.378,25.4677,0.0,0.194225
300,A2142-5499,20.0369,20.8011,3.924603223800659,1.4937045574188232,239.4070888,25.4073606,239.407,25.4074,3.0,0.0989514
302,A2142-5535,21.183,21.8078,0.5142360925674438,0.24477344751358032,239.3439574,25.4608753,239.344,25.4609,3.0,0.20578
303,A2142-1565,19.5825,20.2015,6.216676712036133,3.217808246612549,239.876537,25.7685133,239.877,25.7686,3.0,0.043187
304,A2142-484,19.8703,20.9872,1.5201547145843506,0.6362168192863464,239.6213461,25.4844431,239.621,25.4844,0.0,0.0202634
305,A2142-569,19.1289,19.8036,7.483314514160156,3.2374117374420166,239.7242179,25.5679283,239.724,25.5679,3.0,0.0908307
308,A2142-1661,17.225,17.6496,11.269359588623047,7.9994001388549805,240.1330494,25.8550263,240.133,25.8551,3.0,-0.000328486
309,A2142-1569,19.6875,20.3727,4.064074993133545,1.7564029693603516,239.9777473,25.8245663,239.978,25.8246,3.0,0.0916255
312,A2142-499,19.2882,20.4325,7.556374549865723,2.1605072021484375,239.6114898,25.4615612,239.611,25.4615,3.0,0.215886
313,A2142-453,20.5528,21.7282,2.5997910499572754,0.7486738562583923,239.5093038,25.6404985,239.509,25.6405,3.0,0.30002
314,A2142-5438,20.0251,20.5326,2.726543426513672,1.3678443431854248,239.2109424,25.5652083,239.211,25.5652,3.0,0.0640973
316,A2142-356,20.1993,20.6765,1.9298901557922363,1.647478699684143,239.5505061,25.6226617,239.551,25.6227,2.0,0.161509
317,A2142-358,19.836,20.8128,3.8525078296661377,1.2837550640106201,239.4293724,25.6714853,239.429,25.6715,3.0,0.3272
318,A2142-5431,19.8544,20.5932,3.928800582885742,1.5018601417541504,239.2120705,25.5824464,239.212,25.5825,0.0,1.56154
319,A2142-5500,19.219,19.8474,5.846737861633301,2.620063066482544,239.3176591,25.4975744,239.318,25.4976,3.0,0.154769
320,A2142-5504,19.0198,20.1918,8.892578125,2.096597909927368,239.298751,25.4357836,239.299,25.4358,3.0,0.206252
321,A2142-244,21.3001,22.2836,1.4131731986999512,0.5560741424560547,239.2561951,25.6847756,239.256,25.6848,3.0,0.34812
322,A2142-350,18.6473,19.5549,8.69959545135498,3.068068027496338,239.4624357,25.6429715,239.462,25.643,2.0,0.147199
323,A2142-365,19.6295,20.7662,6.9332404136657715,2.000699520111084,239.5215604,25.6242866,239.522,25.6243,3.0,0.160277
324,A2142-496,19.6073,20.2862,4.185068130493164,1.8468012809753418,239.5968526,25.6177106,239.597,25.6177,3.0,0.0793121
325,A2142-239,19.9871,21.0034,4.233785629272461,1.2972240447998047,239.3208136,25.6015015,239.321,25.6015,3.0,0.163607
326,A2142-5462,21.3844,22.1251,0.9797531366348267,0.3984963893890381,239.1963155,25.6016041,239.196,25.6016,2.0,0.196871
328,A2142-362,20.0828,20.771,3.132911205291748,1.4463026523590088,239.4100816,25.5792315,239.41,25.5792,3.0,0.199017
329,A2142-471,21.0448,21.9894,1.1468079090118408,0.5195741653442383,239.5159433,25.5677263,239.516,25.5677,0.0,0.558757
330,A2142-432,21.2592,22.6289,1.7675797939300537,0.5132001042366028,239.4039133,25.5564037,239.404,25.5565,2.0,0.442598
332,A2142-5514,20.06,20.9298,3.1353254318237305,1.0167940855026245,239.4155996,25.4559822,239.416,25.456,2.0,0.262568
333,A2142-5452,21.5931,21.8462,0.5326550006866455,0.3843328356742859,239.2466722,25.6143614,239.247,25.6144,2.0,0.0977593
335,A2142-5432,17.8464,18.5541,15.229436874389648,6.631121635437012,239.2269713,25.5426774,239.227,25.5427,3.0,0.164712
337,A2142-7632,17.9554,18.7255,13.446866035461426,6.383941650390625,240.0208079,26.0293749,240.021,26.0294,3.0,0.0907882
338,A2142-1562,18.2587,19.1355,12.195021629333496,5.862225532531738,239.963884,25.9146387,239.964,25.9146,3.0,0.0445092
339,A2142-315,21.6549,22.2595,0.5758127570152283,0.3864632844924927,239.3453937,25.672419,239.345,25.6725,2.0,0.216129
340,A2142-6341,18.9424,19.4425,5.226969242095947,2.875519037246704,239.5908201,25.906894,239.591,25.9069,3.0,0.0719734
341,A2142-7749,21.9391,22.5175,0.39899203181266785,0.4479047656059265,240.0567578,25.9984087,240.057,25.9984,0.0,0.436649
343,A2142-219,20.0089,20.4453,3.3319268226623535,1.8882510662078857,239.3370705,25.8169042,239.337,25.8169,3.0,0.0728274
344,A2142-7720,18.1499,19.194,15.107673645019531,5.5502142906188965,240.0499594,26.0239043,240.05,26.0239,3.0,0.0904371
345,A2142-1506,19.7683,20.7203,4.160121917724609,1.587323546409607,239.8343845,25.9070456,239.834,25.9071,2.0,0.196404
346,A2142-216,19.4237,20.5502,6.770232200622559,2.072509765625,239.1946043,25.6540633,239.195,25.6541,2.0,0.18569
347,A2142-7722,19.1678,19.62,5.776589870452881,3.5961146354675293,240.0660003,25.984279,240.066,25.9843,3.0,0.0652632
349,A2142-227,19.4135,20.5273,7.203653335571289,2.207437038421631,239.3512446,25.6484312,239.351,25.6484,3.0,0.148495
350,A2142-1424,19.2661,20.0274,4.756633758544922,1.980544090270996,239.6316989,25.9812856,239.632,25.9813,3.0,0.0485214
351,A2142-6347,19.0248,19.8378,7.264054298400879,2.9111218452453613,239.6098346,25.8368924,239.61,25.8369,3.0,0.0708114
353,A2142-1426,19.0166,19.5016,5.775595188140869,3.489853620529175,239.6544735,25.9268889,239.654,25.9268,3.0,0.0457589
354,A2142-7623,17.7057,18.6527,19.202001571655273,8.129541397094727,239.9248138,26.0143225,239.925,26.0143,3.0,0.0880992
355,A2142-1528,20.3668,21.3764,2.4219400882720947,0.7220416069030762,239.8168628,25.9334027,239.817,25.9335,3.0,0.297673
357,A2142-217,18.8581,19.8021,8.210230827331543,2.72908353805542,239.2239263,25.6812505,239.224,25.6813,3.0,0.0456128
358,A2142-1501,19.5767,20.6408,4.928354263305664,1.5566954612731934,239.7810925,25.8290608,239.781,25.8291,2.0,0.129063
359,A2142-6263,19.5926,20.2763,3.2987053394317627,1.2751779556274414,239.4972736,25.8683781,239.497,25.8683,3.0,0.0791385
360,A2142-1431,17.8581,18.8289,18.555015563964844,7.833475112915039,239.7179549,25.8610257,239.718,25.8611,3.0,0.0719903
361,A2142-6245,19.1292,20.0132,7.158933162689209,2.5289461612701416,239.3774811,25.8733099,239.378,25.8733,2.0,0.119627
362,A2142-196,21.1969,21.7399,1.562317967414856,0.8099184036254883,239.2798037,25.7975974,239.28,25.7976,0.0,1.56458
363,A2142-354,19.3209,20.08,5.1424431800842285,1.957147479057312,239.5466383,25.6937037,239.547,25.6937,3.0,0.0894688
364,A2142-1503,17.8823,19.4169,24.770048141479492,4.80994176864624,239.8304858,25.7986124,239.831,25.7986,2.0,0.000106278
365,A2142-6388,22.0454,22.6125,0.2994612753391266,0.25635164976119995,239.5613642,25.7460604,239.561,25.7461,2.0,0.156259
366,A2142-78,19.708,20.5167,5.257221698760986,2.1172549724578857,239.2465073,25.8580736,239.247,25.8581,3.0,0.0709185
367,A2142-6424,19.8479,20.5203,2.9927732944488525,1.3725121021270752,239.7322528,25.7781515,239.732,25.7782,3.0,0.112303
368,A2142-182,21.2511,22.8358,2.266695261001587,0.5385019183158875,239.2227417,25.7802454,239.223,25.7803,2.0,0.335749
369,A2142-6248,19.8933,20.4113,3.1257710456848145,1.5297682285308838,239.3716307,25.8486963,239.372,25.8487,3.0,0.0700179
371,A2142-6348,18.9771,19.5783,6.2437920570373535,3.0920047760009766,239.5953267,25.7015711,239.595,25.7016,3.0,0.0719421
372,A2142-363,19.5669,20.457,5.23231840133667,1.886669397354126,239.5113014,25.7226271,239.511,25.7227,3.0,0.258718
374,A2142-208,17.0332,17.6205,26.557144165039062,17.888591766357422,239.3091783,25.8184014,239.309,25.8184,3.0,-0.000183623
375,A2142-64,19.3958,20.2127,6.32011604309082,2.4924635887145996,239.1501626,25.8387215,239.15,25.8387,3.0,0.0734747
377,A2142-121,21.0727,22.025,1.2127199172973633,0.34801870584487915,239.1542832,25.8648817,239.154,25.8649,3.0,0.354819
378,A2142-6360,20.1969,20.565,2.3475399017333984,1.4612051248550415,239.6900289,25.7990718,239.69,25.7991,3.0,0.0896379
379,A2142-84,22.2303,22.801,1.022545576095581,0.2968654930591583,239.2567178,25.8209161,239.257,25.8209,0.0,0.10691
380,A2142-77,17.9079,18.8571,16.86402702331543,6.750842094421387,239.1590855,25.7543205,239.159,25.7543,3.0,0.072207
381,A2142-93,19.6161,20.7885,6.253438472747803,1.554686427116394,239.1210879,25.7718535,239.121,25.7719,3.0,0.154507
383,A2142-59,18.7128,19.5979,10.49046516418457,4.130346298217773,239.1195351,25.8084105,239.12,25.8084,3.0,0.0716386
386,A2142-1764,19.6673,20.3329,4.138659477233887,2.002626895904541,240.168978,25.6496872,240.169,25.6497,3.0,0.172701
387,A2142-830,19.91,20.7275,3.495544672012329,1.2844536304473877,240.2404581,25.2919587,240.241,25.2919,3.0,0.206397
388,A2142-1668,18.7413,19.4676,6.859234809875488,2.940290927886963,240.1632345,25.8448506,240.163,25.8449,3.0,0.0712118
389,A2142-7825,18.7491,19.6555,7.477048397064209,2.746151924133301,240.2421773,25.819822,240.242,25.8199,3.0,0.0886416
390,A2142-1674,19.1539,19.7465,5.247156143188477,2.4787302017211914,240.1636111,25.7712627,240.164,25.7712,3.0,0.0886133
391,A2142-6828,19.1798,20.2745,9.613571166992188,2.2557106018066406,240.4839274,25.2758261,240.484,25.2758,3.0,-9.21413e-05
392,A2142-1678,19.4327,20.4335,5.42830753326416,1.7306079864501953,240.2077462,25.7264999,240.208,25.7266,3.0,0.0890102
394,A2142-1670,20.0084,20.4987,2.808805227279663,1.5324628353118896,240.1384345,25.7728635,240.138,25.7728,2.0,0.0888002
395,A2142-6825,19.9243,20.6165,3.510207176208496,1.5541152954101562,240.3686957,25.2611516,240.369,25.2612,3.0,0.169976
396,A2142-1768,18.6642,19.6618,9.635226249694824,3.4258241653442383,240.2955273,25.5737572,240.296,25.5738,3.0,0.0878342
397,A2142-7820,19.7995,20.5053,3.2476110458374023,1.3658877611160278,240.1950323,25.8540617,240.195,25.8541,3.0,0.0882168
398,A2142-1672,18.7162,19.1194,7.944593906402588,5.145219802856445,240.1231904,25.7154749,240.123,25.7155,3.0,0.071438
399,A2142-1765,18.0623,19.0081,14.454615592956543,5.634418487548828,240.2871462,25.7567606,240.287,25.7568,3.0,0.0875952
400,A2142-963,20.0676,21.0895,2.0769362449645996,0.4359283447265625,240.2864729,25.1007939,240.287,25.1008,3.0,0.267082
401,A2142-1683,20.0407,20.9341,3.883439540863037,1.5973186492919922,240.1908957,25.6896195,240.191,25.6896,3.0,0.0900305
402,A2142-6738,17.7366,18.7054,18.736860275268555,8.083429336547852,240.2698655,25.3316484,240.27,25.3316,3.0,0.0678836
403,A2142-920,19.8562,20.74,4.262420177459717,1.369295597076416,240.2444666,25.170952,240.244,25.171,3.0,0.0872964
406,A2142-6727,21.5044,21.8582,1.1196417808532715,0.6456729173660278,240.2163658,25.4450528,240.216,25.4451,2.0,0.0718117
407,A2142-1022,21.7615,23.1009,1.0011965036392212,0.28642404079437256,240.4090359,25.1436455,240.409,25.1437,0.0,0.535487
408,A2142-1060,20.4779,21.794,2.7450504302978516,0.6188855171203613,240.4565501,25.0474431,240.457,25.0475,3.0,0.416078
410,A2142-1866,19.6056,20.3569,5.038389682769775,2.000913381576538,240.3284743,25.5984293,240.329,25.5985,3.0,0.088263
411,A2142-820,18.109,18.9138,11.728830337524414,4.85830020904541,240.151942,25.2745122,240.152,25.2746,3.0,0.0676293
412,A2142-902,19.4487,20.2728,4.129891872406006,1.3805930614471436,240.2174262,25.0988616,240.217,25.0988,0.0,1.60745
415,A2142-6659,19.3127,20.4478,4.577331066131592,1.0867948532104492,240.0815075,25.4155117,240.082,25.4155,3.0,0.172637
418,A2142-6819,19.3368,19.867,4.909247398376465,2.4859561920166016,240.3624457,25.3169063,240.362,25.3169,3.0,0.0496131
420,A2142-913,19.2593,19.9876,6.5080718994140625,2.745938777923584,240.3937898,25.2302619,240.394,25.2303,3.0,0.0495974
422,A2142-1922,19.9923,21.0839,2.263914108276367,0.4023909568786621,240.3553464,25.5085192,240.355,25.5085,3.0,0.245465
423,A2142-6744,20.0066,20.4263,3.488471746444702,2.053403854370117,240.343789,25.4023331,240.344,25.4023,3.0,0.149002
424,A2142-908,20.0619,20.5136,2.557084798812866,1.2073262929916382,240.2363865,25.1288979,240.236,25.1289,0.0,1.40455
425,A2142-5988,20.7223,21.8628,1.6856985092163086,0.3260575234889984,240.1940505,25.0479238,240.194,25.0479,3.0,0.210183
426,A2142-6658,20.0697,21.1112,3.8782148361206055,1.1891274452209473,240.0998496,25.4754642,240.1,25.4754,3.0,0.218695
427,A2142-6655,19.2274,20.286,9.279250144958496,3.1390347480773926,240.1139534,25.543587,240.114,25.5435,3.0,0.1721
430,A2142-789,21.2721,21.6267,0.794825553894043,0.38974252343177795,240.0870479,25.3398021,240.087,25.3398,3.0,0.0899765
431,A2142-905,17.2995,18.0694,0.0,0.0,240.2979951,25.2434133,240.298,25.2434,0.0,1.67416
433,A2142-790,20.0742,21.2026,4.285683631896973,1.2606608867645264,240.0347023,25.2569726,240.035,25.257,3.0,0.211444
434,A2142-817,19.5495,20.0943,3.400362491607666,1.6988396644592285,240.1714733,25.3430909,240.171,25.3431,3.0,0.0430247
436,A2142-6660,19.9002,20.5255,3.103116512298584,1.280958652496338,240.1537645,25.4957512,240.154,25.4958,3.0,0.0894019
437,A2142-745,20.6894,21.1027,1.4576929807662964,0.8663490414619446,240.0598357,25.2757233,240.06,25.2757,3.0,0.0897371
438,A2142-6683,21.8014,22.8483,0.681046187877655,0.13324135541915894,240.1328157,25.5551902,240.133,25.5552,0.0,0.386699
439,A2142-6669,21.522,22.8271,1.2361230850219727,0.27500706911087036,240.168734,25.4466277,240.169,25.4466,2.0,0.375582
440,A2142-6662,19.8299,20.5845,3.9106011390686035,1.4895422458648682,240.1625873,25.3729665,240.163,25.373,3.0,0.068258
443,A2142-6763,21.2027,22.3201,1.0552290678024292,0.3576539158821106,240.2051032,25.3707766,240.205,25.3708,0.0,1.05121
444,A2142-824,18.8646,19.7977,8.792844772338867,2.9905800819396973,240.2189509,25.3269276,240.219,25.3269,3.0,0.088449
446,A2142-5848,20.3002,21.6103,2.1838772296905518,0.4027678668498993,240.0297545,25.1531453,240.03,25.1531,0.0,1.61255
447,A2142-5905,19.9807,20.3475,2.4576873779296875,1.354674220085144,240.0338583,25.0148977,240.034,25.0149,3.0,0.209695
448,A2142-5942,21.3596,22.21,1.1169463396072388,0.3568875789642334,240.1038345,25.1342989,240.104,25.1343,3.0,0.281264
449,A2142-909,17.9662,18.9749,15.344727516174316,5.435127258300781,240.2535732,25.1158955,240.254,25.1159,3.0,0.0829264
450,A2142-6002,20.4419,21.1743,1.698290467262268,0.38235336542129517,240.2432856,25.0110777,240.243,25.0111,3.0,0.265055
452,A2142-5954,21.6457,23.2896,1.4381496906280518,0.02490912564098835,240.1046036,25.0763649,240.105,25.0764,3.0,0.570687
453,A2142-919,19.6268,20.7446,4.958889484405518,1.2004663944244385,240.1951008,25.1074958,240.195,25.1075,3.0,0.146581
455,A2142-853,21.5584,22.751,1.2109060287475586,0.2416152060031891,240.0868081,25.1923268,240.087,25.1923,0.0,1.05431
456,A2142-5908,19.4699,20.1184,5.491027355194092,2.1603007316589355,240.1227011,25.0295028,240.123,25.0295,3.0,0.17086
460,A2142-6937,18.7391,19.8411,9.28945541381836,2.7275428771972656,240.6599251,25.2531495,240.66,25.2531,3.0,0.131018
461,A2142-6858,21.33,23.0223,1.289165735244751,-0.017243491485714912,240.3820708,25.3051561,240.382,25.3051,0.0,1.61856
462,A2142-7066,20.1243,21.1543,1.7337836027145386,0.5066907405853271,240.7017028,25.2111019,240.702,25.2112,2.0,0.262414
464,A2142-1961,17.3399,18.4075,22.204736709594727,8.842248916625977,240.4735782,25.4765149,240.474,25.4765,2.0,0.0877874
465,A2142-7038,19.822,20.0236,3.834048271179199,2.445744752883911,240.6804204,25.2360405,240.68,25.236,3.0,0.0858388
467,A2142-6925,18.82,19.7038,7.43375301361084,2.4823198318481445,240.5884565,25.2989947,240.588,25.299,3.0,0.0878522
469,A2142-6822,19.4622,20.565,4.941802024841309,1.1795148849487305,240.4374456,25.3947078,240.437,25.3946,2.0,0.148877
470,A2142-6908,20.9867,22.1212,1.7264175415039062,0.39095452427864075,240.5468967,25.3589927,240.547,25.359,0.0,2.08143
473,A2142-6928,19.2477,19.6775,5.099637031555176,2.783127784729004,240.5465189,25.1913109,240.546,25.1914,3.0,0.101304
474,A2142-6815,22.1551,23.6574,0.7076255083084106,0.15169455111026764,240.4085589,25.4269962,240.408,25.427,0.0,0.573152
475,A2142-1004,19.2689,20.3443,7.366662979125977,1.9871761798858643,240.5761385,25.1264366,240.576,25.1264,3.0,0.14796
478,A2142-1055,21.5943,22.5305,0.5031623840332031,0.09790176153182983,240.5180104,25.1519021,240.518,25.1519,0.0,0.550496
479,A2142-6946,19.9755,21.0285,2.6789603233337402,0.6621026992797852,240.5320689,25.1729621,240.532,25.173,3.0,0.217758
481,A2142-13,21.5794,22.9752,0.7788411378860474,0.12537190318107605,239.6101747,25.1569827,239.61,25.157,0.0,1.61061
482,A2142-5649,18.1125,18.4167,11.72607707977295,8.429439544677734,239.6493479,25.2968429,239.649,25.2968,3.0,-0.000909546
483,A2142-6656,19.256,20.4553,7.791989326477051,2.139860153198242,240.0901071,25.5006202,240.09,25.5006,3.0,0.172107
484,A2142-5757,19.5314,20.0676,2.6064341068267822,1.0443506240844727,239.7958379,25.2760257,239.796,25.2761,3.0,0.172562
486,A2142-1666,19.2539,19.9919,3.922163724899292,1.5648219585418701,240.0767659,25.778105,240.077,25.7782,3.0,0.0907815
488,A2142-5741,23.0968,24.5487,0.11861994117498398,0.13916027545928955,239.6434189,25.2539294,239.643,25.2539,0.0,0.46431
489,A2142-675,18.5665,18.9931,7.374651908874512,4.803992748260498,239.8323819,25.3596101,239.832,25.3596,3.0,0.0716187
490,A2142-1669,18.7367,19.427,7.566657066345215,3.5257928371429443,240.1438762,25.8094516,240.144,25.8094,3.0,0.0914741
492,A2142-5654,18.2298,19.182,14.72959041595459,5.464112281799316,239.5545242,25.2269637,239.554,25.2269,3.0,0.0882149
493,A2142-6584,19.9465,20.3312,2.8675084114074707,1.7363567352294922,240.1351124,25.617609,240.135,25.6176,3.0,0.0898434
495,A2142-671,20.0004,21.0882,2.402527093887329,0.4160791039466858,239.8334701,25.3379476,239.833,25.338,2.0,0.330721
496,A2142-5651,18.0313,18.7209,9.777877807617188,4.134677410125732,239.5526912,25.2669078,239.553,25.267,3.0,0.039708
498,A2142-1566,18.1473,19.1616,14.262171745300293,5.5573201179504395,239.9944041,25.9054394,239.994,25.9054,3.0,0.0901555
499,A2142-6578,19.5891,19.7596,3.972984552383423,2.858499050140381,239.9825338,25.6218421,239.982,25.6218,3.0,0.0432395
500,A2142-1663,19.5965,20.4825,3.3720414638519287,1.1329673528671265,240.1135133,25.7465231,240.113,25.7465,0.0,1.46386
501,A2142-5659,19.8141,20.6751,2.741203784942627,0.6830772757530212,239.6617056,25.3537747,239.662,25.3538,3.0,0.205851
502,A2142-1,19.9489,20.4748,3.373627185821533,1.4857187271118164,239.512662,25.2294763,239.513,25.2294,3.0,0.0882957
503,A2142-5566,19.8292,20.3778,3.202167510986328,1.5302646160125732,239.6090074,25.4116221,239.609,25.4116,3.0,0.103616
505,A2142-6501,14.4841,15.3555,55.457096099853516,45.94196701049805,239.8854586,25.5230261,239.885,25.523,2.0,-0.000142892
506,A2142-572,19.6279,20.4479,4.323975563049316,1.188023567199707,239.7306557,25.3729672,239.731,25.373,0.0,3.92524
507,A2142-659,21.5923,22.3499,1.5781000852584839,0.6618483662605286,239.7791234,25.3927625,239.779,25.3927,2.0,0.270821
509,A2142-1572,18.7372,19.0798,6.811859607696533,3.881239414215088,240.0037185,25.748532,240.004,25.7485,3.0,0.340534
510,A2142-6590,19.8562,20.7581,1.8177118301391602,0.6223626136779785,239.9774093,25.4984366,239.977,25.4984,3.0,0.186435
511,A2142-5762,19.911,20.3212,2.8153789043426514,1.3691067695617676,239.8047242,25.1734653,239.805,25.1735,3.0,0.0892969
512,A2142-5656,20.0441,20.5026,3.435797691345215,1.627314567565918,239.7349354,25.334716,239.735,25.3348,3.0,0.112347
514,A2142-5769,20.4376,20.7686,2.5867438316345215,1.4504997730255127,239.7118951,25.1649825,239.712,25.1649,3.0,0.0903423
515,A2142-5806,20.1295,21.3225,2.9293839931488037,0.7967540621757507,239.797674,25.24274,239.798,25.2427,2.0,0.261665
517,A2142-5660,19.8126,20.9811,3.8970654010772705,0.7960150241851807,239.6992499,25.3429778,239.699,25.343,3.0,0.169009
518,A2142-5867,21.7073,22.6528,1.2662677764892578,0.36427241563796997,239.7970936,25.0775744,239.797,25.0776,0.0,1.66258
519,A2142-6568,20.8868,21.4335,1.1034619808197021,0.4828149378299713,239.9569709,25.6628147,239.957,25.6629,2.0,0.170375
521,A2142-574,22.5887,23.6479,1.0172736644744873,0.44235959649086,239.8297855,25.4503528,239.83,25.4504,0.0,0.420185
522,A2142-5774,20.2478,20.8806,3.272494316101074,1.4130202531814575,239.8615676,25.2754904,239.862,25.2754,0.0,-0.000519261
523,A2142-678,21.372,22.054,0.731123149394989,0.395563542842865,239.890326,25.2866962,239.89,25.2866,2.0,0.24483
524,A2142-707,21.8957,23.1803,1.0999025106430054,0.25872185826301575,239.9107311,25.3977203,239.911,25.3977,0.0,0.557836
525,A2142-5849,18.5613,19.4575,8.277077674865723,2.904829978942871,239.8749257,25.1930873,239.875,25.1931,3.0,0.068831
527,A2142-5859,20.0329,20.4901,2.704758644104004,1.3352534770965576,239.8759142,25.1426055,239.876,25.1426,3.0,0.206135
528,A2142-676,18.9553,19.4043,7.1530609130859375,4.5239973068237305,239.9250743,25.4773541,239.925,25.4773,3.0,0.104308
530,A2142-6545,20.9709,22.0815,1.531856656074524,0.3936959505081177,239.9096193,25.7164392,239.91,25.7165,0.0,0.665451
531,A2142-6481,20.8034,21.9985,0.5089461803436279,-0.12495853006839752,239.7840073,25.7526342,239.784,25.7527,0.0,0.676585
533,A2142-660,21.4712,23.0802,1.7797869443893433,0.32601284980773926,239.8610107,25.509054,239.861,25.5091,0.0,0.623853
536,A2142-6507,18.925,19.7471,7.689272403717041,2.976804733276367,239.9150217,25.5804651,239.915,25.5804,3.0,0.0893233
537,A2142-6502,19.1987,20.0939,7.809158802032471,2.8069372177124023,239.8654606,25.680102,239.865,25.6802,3.0,0.089066
538,A2142-494,19.8793,20.3969,3.9257025718688965,1.9350769519805908,239.6325319,25.4617536,239.632,25.4618,3.0,0.148177
540,A2142-570,18.1835,19.1734,14.253969192504883,4.73649787902832,239.7733227,25.5364249,239.773,25.5364,3.0,0.0715395
542,A2142-1504,19.2265,19.6696,5.201772212982178,3.1034328937530518,239.8654799,25.7929683,239.866,25.793,3.0,0.0407286
543,A2142-492,18.3241,19.307,11.6858549118042,4.106407165527344,239.6493967,25.6436953,239.649,25.6437,3.0,0.105949
544,A2142-5572,19.7613,20.1782,3.1706485748291016,1.573499083518982,239.5288119,25.3176887,239.529,25.3178,3.0,0.0640328
545,A2142-5605,21.2101,22.7991,0.9665917754173279,-0.13854163885116577,239.5093588,25.3691978,239.509,25.3692,0.0,0.4132
546,A2142-6520,20.3229,20.9483,2.5766355991363525,1.2064542770385742,239.8900976,25.6479366,239.89,25.6479,3.0,0.117187
548,A2142-5619,21.5417,22.6215,0.675123393535614,0.07178761810064316,239.4845229,25.2552429,239.485,25.2552,0.0,0.172058
551,A2142-5598,21.6083,22.735,1.0722237825393677,0.17068049311637878,239.4466177,25.3195721,239.447,25.3196,0.0,0.358687
552,A2142-6430,19.9008,20.9495,3.261540174484253,0.7187831401824951,239.7667701,25.7154902,239.767,25.7155,3.0,0.301499
