NSPEC,TARGID,MAG_R,MAG_G,SNR_RED,SNR_BLUE,WEAVE_RA,WEAVE_DEC,CSV_RA,CSV_DEC,FLAG_Z,Z_FINAL
715,A2142-10478,19.9654,20.708,4.264064311981201,1.5834368467330933,240.7668131,26.6822657,240.767,26.6823,3.0,0.0920675
722,A2142-9155,19.9037,20.3702,3.36868667602539,1.8275833129882808,240.1649737,26.4152613,240.165,26.4153,3.0,0.0901739
738,A2142-9158,18.6918,19.1061,8.488178253173828,5.076501846313477,240.2119386,26.4185755,240.212,26.4185,3.0,0.0899513
744,A2142-5268,18.4699,19.4222,13.393439292907717,5.377120971679688,240.7875548,26.8036867,240.788,26.8037,2.0,0.0922163
745,A2142-9265,19.3612,20.2111,6.938058376312256,2.372511863708496,240.3203804,26.3019613,240.32,26.302,3.0,0.0912964
755,A2142-3135,19.5118,20.4398,7.5757341384887695,2.929267406463623,240.3175405,26.1984257,240.317,26.1984,3.0,0.0903379
759,A2142-3118,18.6542,19.5733,12.20179843902588,5.089849472045898,240.2492472,26.1679087,240.249,26.1679,3.0,0.0882171
762,A2142-3030,19.7307,20.6649,4.637057304382324,1.6393828392028809,240.1824857,26.2575857,240.183,26.2576,3.0,0.0911516
763,A2142-4689,18.2458,19.194,14.472569465637209,5.869466781616211,240.430855,26.5084053,240.431,26.5084,3.0,0.0907849
764,A2142-9166,19.3544,20.1016,7.8676605224609375,3.495483636856079,240.2341597,26.3108863,240.234,26.3109,3.0,0.0923103
768,A2142-4593,18.9578,19.7011,8.824201583862305,3.767334222793579,240.3117982,26.6917387,240.312,26.6918,3.0,0.0875917
796,A2142-3767,17.2801,18.3458,25.752769470214844,10.330763816833496,241.0323379,25.7401362,241.032,25.7401,2.0,0.0885233
808,A2142-8130,19.8625,20.6808,3.943335056304932,1.4126286506652832,240.7333523,25.6894085,240.733,25.6894,2.0,0.0905023
814,A2142-7995,18.2471,19.2562,13.56687831878662,5.125531196594238,240.5191892,25.8151946,240.519,25.8152,3.0,0.0868515
817,A2142-7922,17.9089,18.9456,15.217484474182127,5.626283645629883,240.459602,25.8888805,240.46,25.8889,3.0,0.0879221
818,A2142-7918,19.6155,20.5113,4.858734607696533,1.5973533391952517,240.4306162,25.9195984,240.431,25.9196,3.0,0.0873608
836,A2142-3251,18.3899,19.3584,13.640056610107422,5.352766036987305,240.3838637,26.0595369,240.384,26.0596,3.0,0.0887601
849,A2142-8093,19.1852,19.6105,6.840087890625,3.787875890731812,240.6643207,25.7692651,240.664,25.7693,3.0,0.0893627
850,A2142-3262,19.8275,20.9789,5.496659278869629,1.020589828491211,240.3559608,26.0417835,240.356,26.0418,3.0,0.0869913
855,A2142-3330,18.8068,19.8336,11.25439167022705,3.896735668182373,240.456038,26.0417202,240.456,26.0417,3.0,0.0884489
857,A2142-7997,18.7822,19.8828,11.269954681396484,3.485124349594116,240.509781,25.7796349,240.51,25.7796,3.0,0.0902405
858,A2142-7999,18.7037,19.7218,9.664118766784668,3.58755111694336,240.5191479,25.7908567,240.519,25.7908,3.0,0.0905226
861,A2142-8098,19.9416,20.279,3.8134958744049072,2.295497417449951,240.7024941,25.7725841,240.703,25.7726,2.0,0.0894204
867,A2142-9368,18.9024,19.7455,10.30788230895996,4.308223724365234,240.527763,26.1644982,240.528,26.1645,2.0,0.0884933
874,A2142-9475,19.8447,20.8168,3.6813151836395264,0.8205985426902771,240.6487682,26.1782757,240.649,26.1783,2.0,0.0877675
902,A2142-5031,19.3113,19.8775,6.493509769439697,3.193702459335327,241.0560274,26.123946,241.056,26.1239,3.0,0.0834146
915,A2142-3338,19.143,19.9484,6.011998176574707,2.1567108631134038,240.6041832,26.0655848,240.604,26.0656,3.0,0.0885355
935,A2142-4938,18.977,19.6833,8.944600105285645,3.729112148284912,240.9690953,26.2907017,240.969,26.2907,3.0,0.0887089
941,A2142-4116,19.9567,20.7193,3.7922887802124015,1.3226759433746338,240.5757929,26.4076311,240.576,26.4077,3.0,0.0905582
954,A2142-3258,18.8503,19.7961,8.54198932647705,2.7405920028686523,240.4613826,26.090692,240.461,26.0906,3.0,0.0895185
