TARGID,MAG_R,MAG_G,SNR_RED,SNR_BLUE,WEAVE_RA,WEAVE_DEC,CSV_RA,CSV_DEC,FLAG_Z,Z_FINAL,nspec,timesc,err_lo,err_hi,t99,err_lo_t99,err_hi_t99,m_star,err_lo_m,err_hi_m,D_along,D_fil,is_member,D_along_2D,D_fil_2D,is_member_2D
A2142-2538,18.5488,19.5135,9.647835731506348,2.458303928375244,239.4519037,26.5164597,239.452,26.5164,3.0,0.0902219,5,2.344326266677956,1.579516234572142,3.076020946863202,6.501546999224899,1.1398909807624245,2.8334971329766754,6.501546999224899,1.1398909807624245,2.8334971329766754,3.188441374895403,4.515748484821371,True,3.1391500838979387,1.9115635727239688,False
A2142-2649,19.2129,19.9198,7.643599510192871,3.106400966644287,239.5912847,26.4329971,239.591,26.433,3.0,0.0854734,6,0.2728679934390605,0.2466813759840018,0.7586752691702969,11.747163909251006,1.352226557504128,0.536400113160008,11.747163909251006,1.352226557504128,0.536400113160008,3.599221187804293,9.759461644191036,False,3.7366345782717296,1.5774712050263706,False
A2142-7614,18.8543,19.4835,6.226874828338623,2.47681188583374,239.9890324,26.1963247,239.989,26.1963,3.0,0.0861621,8,2.182234947472063,1.8559604950886897,2.2565940339244257,12.14648331494857,1.375602790761917,0.3848878153870014,12.14648331494857,1.375602790761917,0.3848878153870014,5.275969915874445,7.698167327138904,False,5.43442016267322,0.6173208635715817,False
A2142-2537,19.4497,20.3764,5.592811584472656,1.752431869506836,239.4771412,26.5575165,239.477,26.5575,3.0,0.0875949,11,5.820657337362245,4.672556755686302,1.532756837767196,11.948348726676542,1.1523616685557734,0.5399566975682824,11.948348726676542,1.1523616685557734,0.5399566975682824,2.9789433622449364,3.898423444949108,True,3.0191455941716727,1.7347291923226753,False
A2142-2648,19.383,20.2359,6.668150424957275,2.247275352478028,239.6885365,26.5764398,239.689,26.5764,2.0,0.087253,16,1.1584588218180656,0.8760836637075347,0.6486296256796305,12.403793152971446,0.6298501416516018,0.1435846541023533,12.403793152971446,0.6298501416516018,0.1435846541023533,3.2763681532023656,4.581350483906342,True,3.333351435898571,0.9271411954147837,False
A2142-2766,18.77,19.7173,12.200872421264648,4.229531288146973,239.7066373,26.3753764,239.707,26.3753,2.0,0.0865622,17,1.319827098941294,0.7044335600283167,1.6566800829225106,11.227316380479577,1.265619231419306,0.6949273318865501,11.227316380479577,1.265619231419306,0.6949273318865501,4.080901668771004,6.617003663472845,True,4.184391171830812,1.2766491005521794,False
A2142-7628,18.4453,19.2092,13.802515029907228,6.443246364593506,240.0017109,26.0657349,240.002,26.0658,3.0,0.0905921,24,2.257064606041638,1.6477929869403063,1.8531833676309968,12.191899383038962,1.163336328332937,0.2836931632544122,12.191899383038962,1.163336328332937,0.2836931632544122,6.107906300434359,5.170807415741477,True,5.989384651382463,0.8396445695744986,False
A2142-2453,19.6509,20.0094,4.549573421478272,2.853135824203491,239.448743,26.6331131,239.449,26.6332,3.0,0.0863811,26,6.650740674919821,4.651229162258187,1.2621421041621987,10.709323857023518,3.2354004033889554,0.98942877568682,10.709323857023518,3.2354004033889554,0.98942877568682,2.5882973990884066,7.1934995704418325,False,2.6593960184604937,1.6811938177001575,False
A2142-8587,18.9613,19.791,9.210698127746582,3.872446775436402,239.544911,26.7026441,239.545,26.7026,3.0,0.0922742,27,0.8071034277806337,0.6391919460549698,1.3514650971625746,10.60326127606185,1.3469559080134523,1.330068747589742,10.60326127606185,1.3469559080134523,1.330068747589742,2.652862285634741,10.081364821415557,False,2.5548869193933106,1.1879588987740475,False
A2142-2550,19.3622,20.204,6.671457290649414,2.182423114776612,239.5836791,26.527825,239.584,26.5278,3.0,0.0882889,28,0.9977622325083652,0.8683294737417513,1.8729009451064336,4.316902042725618,1.2590342828263257,2.981719187174482,4.316902042725618,1.2590342828263257,2.981719187174482,3.3182786856781714,2.052739221172399,True,3.3371218533118663,1.4089218725739328,False
A2142-2768,18.8829,19.8698,9.43881607055664,3.411403179168701,239.8061429,26.4389617,239.806,26.439,3.0,0.0868414,29,0.3767491334182571,0.3242771622281801,0.9965051574396656,3.358985743503273,0.7452708086084754,2.064051365793966,3.358985743503273,0.7452708086084754,2.064051365793966,4.020680588418559,5.740490192614377,True,4.109634436217129,0.7831370257133026,False
A2142-2658,18.6134,19.6033,13.679458618164062,4.985693454742432,239.7519866,26.5047543,239.752,26.5047,3.0,0.0875708,30,2.0846772391647037,1.2379729435692202,1.7518568178866412,10.955874926505764,0.9073968171331916,1.1345893986636568,10.955874926505764,0.9073968171331916,1.1345893986636568,3.69121955959675,3.6727367697906477,True,3.7420444965449655,0.8444268256919057,False
A2142-2560,19.6753,20.5362,5.918680667877197,1.856460690498352,239.6145668,26.6163775,239.615,26.6164,3.0,0.0843384,35,4.464779565147731,3.4848444480129945,1.1895563323451253,12.14350092779956,1.5675324116442884,0.376019922493688,12.14350092779956,1.5675324116442884,0.376019922493688,2.884608046844357,12.95462859239245,False,3.0343029066924467,1.1134527242236634,False
A2142-2536,18.8861,19.8017,9.703653335571287,3.196829080581665,239.4864481,26.5772419,239.487,26.5773,2.0,0.0875275,37,4.298805548133959,1.6577845569463836,0.6242769803593724,12.138460571562964,0.7388006974049137,0.3437594897869136,12.138460571562964,0.7388006974049137,0.3437594897869136,2.9146827797758292,4.042224960568813,True,2.956249757222072,1.6600317273558447,False
A2142-2783,19.9631,20.9084,4.415162563323975,1.3070907592773438,239.805189,26.462092,239.805,26.4621,3.0,0.0870666,41,3.9797328499110014,2.126829313820965,0.8847345072426815,12.145567899631107,1.0406546117905364,0.3426091842494791,12.145567899631107,1.0406546117905364,0.3426091842494791,3.936893934859353,5.088864119632752,True,4.013779778179172,0.7389026021427216,False
A2142-2443,18.7863,19.3965,6.695701599121094,2.795994281768799,239.4168843,26.6089573,239.417,26.6089,3.0,0.0906761,47,7.348189784499061,2.318024456769036,0.7198424576253242,12.224692559524522,1.1224437948314865,0.26861876774087,12.224692559524522,1.1224437948314865,0.26861876774087,2.7543660099099068,5.712693458392533,True,2.6984652230971293,1.846985558622792,False
A2142-2528,19.461,20.418,7.86734676361084,2.570107936859131,239.6158242,26.6401432,239.616,26.6401,3.0,0.0852545,48,7.51450884869597,4.745631013140125,2.049546714738904,11.773311748801376,1.765030299349755,0.6062188053445006,11.773311748801376,1.765030299349755,0.6062188053445006,2.824778114365034,10.311391138933882,False,2.9400162391908333,1.05973337304677,False
A2142-3948,19.7728,20.5738,3.7885372638702393,1.2480524778366089,239.71672,26.8817446,239.717,26.8817,3.0,0.0934347,49,1.69096340095901,1.337925142520401,1.2060508127992478,11.932589852455328,1.3057605099249514,0.4458836777360293,11.932589852455328,1.3057605099249514,0.4458836777360293,2.253404144750581,13.357665455569537,False,2.1437623278345415,0.19432295163459168,True
A2142-3959,21.2202,21.4698,1.5672645568847656,0.6920017600059509,239.7330459,26.8411431,239.733,26.8412,3.0,0.0873609,51,3.14525834510574,2.6142478042753865,1.3854012221791212,11.989747796189622,1.3908037518190888,0.5110762624673271,11.989747796189622,1.3908037518190888,0.5110762624673271,2.301758468036457,4.171603882361942,True,2.338952912551861,0.21894058534723254,True
A2142-8593,18.3318,19.2956,12.614052772521973,4.321342945098877,239.6138098,26.6759421,239.614,26.6759,3.0,0.0865533,55,0.9313074341905568,0.7004349660940292,1.5705753394314117,7.144039678439861,0.6053486464638445,2.455456494708557,7.144039678439861,0.6053486464638445,2.455456494708557,2.7214695191991867,6.576941961252642,True,2.7907661543126987,0.9930153241751828,False
A2142-2728,21.4026,21.9854,0.5204023718833923,0.2450446486473083,239.7461646,26.5373988,239.746,26.5374,3.0,0.0859811,58,2.580165081701834,1.882693930492234,1.6825133829365484,12.170932403969465,0.8651373388696939,0.3170210884729485,12.170932403969465,0.8651373388696939,0.3170210884729485,3.4864004316027644,8.204250557919401,False,3.598525601980155,0.7982186039196429,False
A2142-2644,19.9549,20.608,5.854259967803955,2.741330623626709,239.6589388,26.6053741,239.659,26.6054,3.0,0.0842882,59,1.554806498815931,1.269056186345666,2.089108318923089,9.730043828156331,2.401786476976442,2.523978899187284,9.730043828156331,2.401786476976442,2.523978899187284,3.003328720174742,13.090218718957935,False,3.161032065193468,0.9749423051540348,False
A2142-8710,19.4075,20.3008,7.984116554260254,2.666665554046631,239.738418,26.6676404,239.738,26.6676,2.0,0.0861882,64,1.5120408448309917,1.2303724423395108,1.0666517780984552,11.918175111190289,1.8749172524418167,0.520198336675934,11.918175111190289,1.8749172524418167,0.520198336675934,2.966342100094034,7.581256395399461,False,3.054520417995783,0.5575302530926589,False
A2142-8686,20.1885,20.9003,2.9560227394104004,1.1207399368286133,239.7337274,26.7601222,239.734,26.7601,3.0,0.0870361,65,1.1520153694938582,0.7952210367149082,2.327120138403316,8.17531730663628,1.674342240314224,3.39497095776448,8.17531730663628,1.674342240314224,3.39497095776448,2.6176953598283608,5.121408356209507,True,2.6697355896915314,0.3836703297863184,True
A2142-2664,19.7686,20.6057,7.067630767822266,2.6416056156158447,239.7349443,26.5291816,239.735,26.5292,3.0,0.0861326,71,3.5444231796788817,2.7767731959420408,2.0712599895603745,7.405628535558379,1.5413824110738936,3.040036146875056,7.405628535558379,1.5413824110738936,3.040036146875056,3.504761248507796,7.774742799101445,False,3.6112313544050583,0.8559887093589824,False
A2142-2892,19.3501,20.1182,5.934085369110107,2.2189831733703613,239.9664706,26.4165248,239.966,26.4166,3.0,0.0892056,75,3.698343993735927,2.0603541233798266,0.8851828176281726,12.139631189608066,1.127733059109424,0.3216812651730993,12.139631189608066,1.127733059109424,0.3216812651730993,4.516652268983559,1.158082000827559,True,4.496507577128178,0.2473528892667006,True
A2142-5379,18.4935,19.4851,14.673322677612305,5.485530853271484,239.5556863,26.748167,239.556,26.7481,3.0,0.0873369,77,0.3345661243398456,0.2823544128774804,0.9145205827303168,7.524200763509396,1.2500406499401937,3.0385790281600213,7.524200763509396,1.2500406499401937,3.0385790281600213,2.351156595866058,4.362976692958112,True,2.3897935007978655,1.05461308212816,False
A2142-2669,20.0154,20.9337,5.218153953552246,1.971113681793213,239.7176835,26.425842,239.718,26.4258,3.0,0.0895035,80,4.329777652654329,2.6348036755613373,1.7665284942188162,11.944564230165398,1.2372463158544775,0.4852495052468004,11.944564230165398,1.2372463158544775,0.4852495052468004,4.03067794592455,2.299899019387448,True,3.9996009301113213,1.1321892095706263,False
A2142-2907,19.9556,20.8176,4.91744327545166,1.827054023742676,239.9352105,26.4031735,239.935,26.4032,3.0,0.090905,81,5.983136345876279,4.545667450439311,2.0691638597432043,11.650901305153353,2.494438703107699,0.7941216285953558,11.650901305153353,2.494438703107699,0.7941216285953558,4.597704929558667,6.046842975399938,True,4.493271927492463,0.38768565716826525,True
A2142-8709,19.3439,20.2754,7.877060890197754,2.696321487426758,239.6959318,26.627711,239.696,26.6278,3.0,0.0861387,85,6.931991683122593,4.873965341274596,1.3029377913533209,12.23808057207694,1.2048588006422705,0.2616498007486481,12.23808057207694,1.2048588006422705,0.2616498007486481,3.046198302850118,7.74497600228145,False,3.1385196918032476,0.79434458731872,False
A2142-2659,17.7657,18.7516,19.032527923583984,8.07568645477295,239.6944283,26.4142223,239.694,26.4142,3.0,0.0870759,92,0.8879571772502934,0.718814220387707,1.863139273004793,11.571391108677004,1.582154007096911,0.6220174385242689,11.571391108677004,1.582154007096911,0.6220174385242689,3.9275691395102954,5.157523425851439,True,4.003853190530251,1.240850754873632,False
A2142-8586,19.5743,20.3116,5.308969497680664,2.0643632411956787,239.550892,26.7175172,239.551,26.7175,3.0,0.086701,93,5.487736812032783,2.6499152381230173,1.4430994166418856,12.188205505060347,1.2833319688590183,0.3374423614928687,12.188205505060347,1.2833319688590183,0.3374423614928687,2.447377823105802,6.1766477959263595,True,2.5054992227941346,1.1354571172796342,False
A2142-8874,19.0173,19.9638,10.20486831665039,3.7322940826416016,239.9230876,26.4963629,239.923,26.4964,3.0,0.0907601,94,3.668680654118933,2.986045919350424,1.9354135199796136,11.114281226897251,1.441724660595337,1.011154006509118,11.114281226897251,1.441724660595337,1.011154006509118,4.180218643331696,5.6282809774852085,True,4.0916632342764325,0.2403331845448299,True
A2142-4147,19.2413,20.1299,7.62812614440918,2.698770523071289,239.4979537,26.7612343,239.498,26.7613,3.0,0.0867979,95,0.8018825338186555,0.6801753453481845,1.0792733690951548,5.568399978837053,1.078418242696829,4.217250416029963,5.568399978837053,1.078418242696829,4.217250416029963,2.1806157219255975,5.919224546705226,True,2.229956053896121,1.2370478550064277,False
A2142-7622,18.0551,19.0474,18.60007667541504,7.269609451293945,239.9550985,26.0799308,239.955,26.0799,3.0,0.0912373,107,0.9305292959629412,0.6812344871079112,1.993690578865932,11.290817473846351,1.3906456837479535,0.8799201924034961,11.290817473846351,1.3906456837479535,0.8799201924034961,6.002834676378437,7.035097207224125,False,5.845536332805027,0.9803087234386029,False
A2142-6138,19.7008,20.5979,6.441014289855957,2.252011775970459,239.3057901,26.0752398,239.306,26.0753,3.0,0.0940135,109,1.186339461328232,0.8616694966003093,3.044819421398298,11.4148617615584,1.3408319283120438,0.8775430040622787,11.4148617615584,1.3408319283120438,0.8775430040622787,4.9270972696948565,15.381609157999366,False,4.659086638738863,3.3594336825300175,False
A2142-7243,19.3308,19.5244,8.131629943847656,5.737586975097656,239.3383497,26.3352846,239.338,26.3353,3.0,0.0921321,131,6.902250320965856,4.641387722541876,1.2969208833412695,12.22571834744912,2.614845373526327,0.2561880659610338,12.22571834744912,2.614845373526327,0.2561880659610338,3.7987607972171595,9.971769553283785,False,3.6639957861050054,2.7005382613363413,False
A2142-7166,19.7581,20.3955,5.333491325378418,2.134649991989136,239.3156116,26.5028903,239.316,26.5029,2.0,0.0849637,133,6.525228829126751,3.334039012681252,1.490275216548203,11.499447708996192,2.652187754169878,0.954433389254838,11.499447708996192,2.652187754169878,0.954433389254838,2.8164304179727693,11.352635431534619,False,2.9411776253624806,2.4350651780658406,False
A2142-1156,19.1415,19.8631,6.66581916809082,2.3871920108795166,239.2889821,26.3146407,239.289,26.3147,3.0,0.0885146,135,1.21395365311556,0.8395680268570445,1.12837890802734,12.286633029581996,0.5589640750358793,0.2321619322462229,12.286633029581996,0.5589640750358793,0.2321619322462229,3.644364047718801,3.039468858271268,True,3.6558906502741118,2.9230873476295716,False
A2142-1161,17.8233,18.8642,21.77425765991211,8.43359088897705,239.3418792,26.3057251,239.342,26.3057,3.0,0.0848579,143,6.540887591126921,2.953876243110333,1.5385453369846207,11.573451614059026,1.583192462759493,0.6136174376818495,11.573451614059026,1.583192462759493,0.6136174376818495,3.625375855870704,11.728416550344699,False,3.790587791184251,2.7490857906652297,False
A2142-1425,19.3455,20.1253,6.824147701263428,2.889202117919922,239.7069283,26.0489288,239.707,26.049,3.0,0.0885769,146,6.336523036956535,2.929417271230399,1.3560751837587866,12.02046304861561,1.826691121923929,0.4888743471564147,12.02046304861561,1.826691121923929,0.4888743471564147,5.498712284178377,2.069533446354339,True,5.512297932991228,1.9500809037140385,False
A2142-7236,18.413,19.3613,15.905747413635254,6.3112101554870605,239.416542,26.2828422,239.417,26.2828,2.0,0.0843037,147,5.8243728505519154,3.401261589667971,1.9386478277664436,11.6968005812177,1.5119629133369,0.6337518033230598,11.6968005812177,1.5119629133369,0.6337518033230598,3.822437395046083,13.2526183891179,False,4.022425400066627,2.5247415282161367,False
A2142-7723,18.0283,19.0205,17.306434631347656,6.991610050201416,240.1476628,26.0635514,240.148,26.0635,2.0,0.088597,174,0.3659697939123028,0.2795736951438787,1.584064065645202,4.824011650620768,0.5133290735769096,1.68936416621173,4.824011650620768,0.5133290735769096,1.68936416621173,6.253320167098148,0.7288094835415518,True,6.26737507201996,0.3163192072255134,True
A2142-4197,18.1206,19.1016,12.822839736938477,5.089980602264404,239.8339761,26.895839,239.834,26.8958,3.0,0.0864377,193,4.135579474671149,3.110103311083237,0.9466345907152904,12.057549113563198,1.4142516256607216,0.4326153946386775,12.057549113563198,1.4142516256607216,0.4326153946386775,2.24199717513852,6.837668845720421,True,2.302102717744707,0.2605861181748453,True
A2142-4174,19.0092,19.9427,10.213212013244627,3.617288112640381,239.7728806,26.8900754,239.773,26.8901,3.0,0.0945095,195,1.084872069394959,0.7841474719045385,1.9633402413790657,7.881050740542687,0.8005484234301639,1.934786436591159,7.881050740542687,0.8005484234301639,1.934786436591159,2.3526406404405917,16.4510161911216,False,2.213229254817101,0.028405917451992647,True
A2142-8754,19.8956,20.5644,3.420993089675904,1.457506537437439,239.881285,26.6876629,239.881,26.6877,3.0,0.0897412,196,0.7641518106991585,0.5784798238422084,1.5082636073162456,8.397597252532208,1.361329721401204,1.825072160244368,8.397597252532208,1.361329721401204,1.825072160244368,3.269830211321973,2.696198644173549,True,3.236190554072635,0.020332421701514412,True
A2142-9026,18.9603,19.9174,9.967796325683594,3.460296630859375,240.0426794,26.5148298,240.043,26.5149,3.0,0.094273,197,2.669900214705775,1.5057456536947535,3.64892669737155,8.298485819123373,2.9368178610969853,3.358933757839514,8.298485819123373,2.9368178610969853,3.358933757839514,4.492286009163288,15.745392665789788,False,4.2364707992816815,0.2380265872972313,True
A2142-8707,18.6834,19.6855,13.570667266845703,4.806673049926758,239.7820424,26.7626213,239.782,26.7626,3.0,0.0860944,202,1.1906957733398118,0.8199823934640451,1.6471109320695858,5.244796974168136,0.8389758236191298,1.78755874528286,5.244796974168136,0.8389758236191298,1.78755874528286,2.6663661623639823,7.8316726944150785,False,2.748563407919241,0.20329783826815676,True
A2142-9015,19.1708,19.9796,8.517729759216309,3.1617393493652344,240.0214666,26.5300994,240.021,26.5301,2.0,0.0899332,206,0.8213943056732491,0.6525967710166158,1.4715744807449225,8.908516381987491,1.2768082559980654,2.882999153540277,8.908516381987491,1.2768082559980654,2.882999153540277,4.187066046574376,3.2429306845860513,True,4.135313468585615,0.19241024534052295,True
A2142-8739,19.9974,20.835,5.540243148803711,1.9890384674072263,239.8826354,26.7422867,239.883,26.7423,2.0,0.0905128,213,4.573642034690498,3.692574894505985,2.0804317517718003,10.957965529256224,1.2357338092968035,1.215438292779945,10.957965529256224,1.2357338092968035,1.215438292779945,3.0734309854807216,4.926318301727586,True,3.0163812286974467,0.12207352954779033,True
A2142-8732,17.7409,18.7224,17.980850219726562,7.303860187530518,239.8667652,26.6589415,239.867,26.6589,3.0,0.0878883,214,5.115668387155618,1.7524868596243066,1.6385447442635712,6.70399724305199,1.0261243116906265,3.006747273826253,6.70399724305199,1.0261243116906265,3.006747273826253,3.2928452681246845,2.655540763141146,True,3.3263522155125327,0.11055439824011384,True
A2142-4223,20.9013,21.6589,2.1511950492858887,0.90240740776062,239.7944912,26.8926627,239.794,26.8926,3.0,0.0879958,216,7.139774721515073,2.548925682772495,1.1602787878659644,11.400229267187706,0.8402903690543031,0.9526012934309024,11.400229267187706,0.8402903690543031,0.9526012934309024,2.222522673371057,2.3340757288643945,True,2.2424473190361756,0.11097976281423691,True
A2142-4456,18.013,19.0139,19.01760482788086,7.25830078125,240.1015275,26.6764482,240.102,26.6764,3.0,0.0898314,217,0.3958321336713166,0.334006051428942,0.9811265124968068,3.9713321094057847,0.6611105523200616,2.4084967506946118,3.9713321094057847,0.6611105523200616,2.4084967506946118,3.7282868230434527,3.053347642434144,True,3.686296977154836,0.7821035698553785,False
A2142-4266,20.1688,20.9581,4.613912582397461,1.7499651908874512,239.8882423,26.8670445,239.888,26.8671,2.0,0.0871769,219,0.9424361913320012,0.7523363630746789,1.2514104601548612,4.199843380501602,1.033502348548618,3.1533975444954985,4.199843380501602,1.033502348548618,3.1533975444954985,2.473781827291688,4.715633712871661,True,2.5189622546460617,0.3982438813197223,True
A2142-4216,19.6477,20.3846,3.928624391555786,1.672119140625,239.9975793,26.9301887,239.998,26.9302,3.0,0.089359,222,2.0310909222203097,1.6327441779813547,1.9681356912374597,12.312046771136526,0.6607986873099332,0.1954635729669593,12.312046771136526,0.6607986873099332,0.1954635729669593,2.477683834890598,1.8510911422181398,True,2.462479864482891,0.9249657270611391,False
A2142-8858,19.9147,20.499,6.263425827026367,3.154930591583252,239.9333552,26.6023325,239.933,26.6024,2.0,0.0902301,224,4.516308598479252,2.905013601664983,1.936755067920206,12.049452258016288,1.415388864799537,0.411752009668227,12.049452258016288,1.415388864799537,0.411752009668227,3.7373586780783397,4.100758492511796,True,3.679253559626757,0.03111904662513395,True
A2142-4314,19.5226,20.3601,5.527640342712402,2.303642749786377,240.0389174,26.7869579,240.039,26.787,3.0,0.0866451,229,0.8382380110063172,0.6222880151856165,2.357405186761255,5.934214950600509,1.113878816012873,2.2719246429671465,5.934214950600509,1.113878816012873,2.2719246429671465,3.0471175429633504,6.289338135021665,True,3.121456972632753,0.781009705425414,False
A2142-8887,19.2888,20.4409,7.366325855255127,2.254590034484864,239.9198686,26.5623141,239.92,26.5624,2.0,0.0923263,234,4.234455354311239,3.0355590207258665,1.0559002632883692,11.699550811504038,1.0643348693934571,0.6072108334281197,11.699550811504038,1.0643348693934571,0.6072108334281197,3.965899697206747,10.14326615844132,False,3.8173187794344647,0.11754841019416717,True
A2142-2912,19.8268,20.844,3.341545581817627,1.1125779151916504,240.0362243,26.4177509,240.036,26.4178,3.0,0.0878318,235,0.9475618838896852,0.6882275136679175,2.119357453934222,6.21284570731879,1.125687951002746,3.5071155585731315,6.21284570731879,1.125687951002746,3.5071155585731315,4.570464572141713,2.8359879478853687,True,4.6198861361164845,0.042736543963936634,True
