TARGID,MAG_R,MAG_G,SNR_RED,SNR_BLUE,WEAVE_RA,WEAVE_DEC,CSV_RA,CSV_DEC,FLAG_Z,Z_FINAL,D_along,D_fil,is_member,nspec,timesc,err_lo,err_hi,t99,err_lo_t99,err_hi_t99,m_star,err_lo_m,err_hi_m
A2142-10010,18.9072,19.7862,6.372417449951172,2.47874116897583,240.2799298,26.9661622,240.28,26.9662,3.0,0.0899971,2.869434127543242,3.9974518305177433,True,257,5.453430176677412,1.4521617417142163,0.4008461252149686,9.34524266271494,1.2909108815548596,0.3618747588136362,9.34524266271494,1.2909108815548596,0.3618747588136362
A2142-9996,18.0663,19.0324,12.988445281982422,5.708209991455078,240.1646015,26.9895979,240.165,26.9896,2.0,0.0907573,2.580627347366494,5.877828382663283,True,274,0.9568059929502032,0.8280052345748308,0.7447605300478983,8.894404313905808,0.9985135018545216,0.841591608421302,8.894404313905808,0.9985135018545216,0.841591608421302
A2142-4316,18.4774,19.3991,9.484403610229492,3.620331525802612,240.0792715,26.7942788,240.079,26.7943,3.0,0.0894629,3.1887749967218895,2.117128304128791,True,275,0.2053344925270348,0.1762254670349801,0.7561506913746516,10.630691306112867,1.215108842046137,1.4986728516161565,10.630691306112867,1.215108842046137,1.4986728516161565
A2142-4320,18.8888,19.7796,5.301334381103516,2.11673641204834,240.1110305,26.8256243,240.111,26.8257,3.0,0.0917494,3.1968911358582996,8.565918960382145,False,276,2.0416939817434656,1.6043651676247457,1.000137813552394,12.219038250541674,1.1759271811747762,0.2473268124485041,12.219038250541674,1.1759271811747762,0.2473268124485041
A2142-4583,19.0083,19.7762,8.648746490478516,3.6526808738708496,240.2316785,26.6169809,240.232,26.617,3.0,0.0878083,4.121319827207998,3.1080227410237686,True,287,0.3144872644873073,0.2778761650150558,0.8600868823054748,4.112420593757964,0.806673610034907,2.034014613891788,4.112420593757964,0.806673610034907,2.034014613891788
A2142-345,17.8323,18.8906,16.328292846679688,6.2003173828125,239.4449475,25.6608597,239.445,25.6608,3.0,0.0891342,6.625820037637264,3.8203967866418775,True,296,0.8073942226050412,0.6414855572599973,1.066450931294362,4.665230893405552,0.8886769507421421,1.48841590697306,4.665230893405552,0.8886769507421421,1.48841590697306
A2142-569,19.1289,19.8036,7.483314514160156,3.2374117374420166,239.7242179,25.5679283,239.724,25.5679,3.0,0.0908307,7.668115466867919,6.444425059601231,True,305,5.729449211360297,2.5639554145622423,1.349763871917628,12.279282461078449,0.7380614957377851,0.2157946726605892,12.279282461078449,0.7380614957377851,0.2157946726605892
A2142-1569,19.6875,20.3727,4.064074993133545,1.7564029693603516,239.9777473,25.8245663,239.978,25.8246,3.0,0.0916255,7.142739381772891,8.184812555877606,False,309,2.098459305984841,1.5985670363346998,1.4837757428839409,11.697634288493242,1.5803512242014754,0.718421545103384,11.697634288493242,1.5803512242014754,0.718421545103384
A2142-7632,17.9554,18.7255,13.446866035461426,6.383941650390625,240.0208079,26.0293749,240.021,26.0294,3.0,0.0907882,6.3081528240786,5.725965861805183,True,337,2.697657653676414,1.7489012229986989,1.5217032139114135,12.303902801207496,0.6636047925290463,0.1943829315119778,12.303902801207496,0.6636047925290463,0.1943829315119778
A2142-7720,18.1499,19.194,15.107673645019531,5.5502142906188965,240.0499594,26.0239043,240.05,26.0239,3.0,0.0904371,6.3616774336165705,4.708704598031766,True,344,4.2042534958501845,3.281914836724924,2.8188108922600525,11.427008476846408,1.546389625164073,0.7239283792378988,11.427008476846408,1.546389625164073,0.7239283792378988
A2142-7623,17.7057,18.6527,19.20200157165528,8.129541397094727,239.9248138,26.0143225,239.925,26.0143,3.0,0.0880992,6.009670753137319,2.422182308674273,True,354,0.6197535035024959,0.4986629050295041,1.3895268754107084,7.292018875153617,1.36020634104763,1.9484626663264324,7.292018875153617,1.36020634104763,1.9484626663264324
A2142-354,19.3209,20.08,5.1424431800842285,1.957147479057312,239.5466383,25.6937037,239.547,25.6937,3.0,0.0894688,6.707069546741451,3.765123625477131,True,363,0.5832691729215016,0.5207738749648907,2.1775042179353115,4.786467054074064,1.3412375599307589,2.6091549740724576,4.786467054074064,1.3412375599307589,2.6091549740724576
A2142-6360,20.1969,20.565,2.3475399017333984,1.4612051248550415,239.6900289,25.7990718,239.69,25.7991,3.0,0.0896379,6.5568281081814135,3.450491627096308,True,,,,,,,,,,
A2142-7825,18.7491,19.6555,7.477048397064209,2.746151924133301,240.2421773,25.819822,240.242,25.8199,3.0,0.0886416,7.421261433196535,0.7269226387070824,True,389,6.090996150159867,4.268624253719796,1.701506033790741,11.654943960113798,2.443713186449621,0.736353731342362,11.654943960113798,2.443713186449621,0.736353731342362
A2142-1674,19.1539,19.7465,5.247156143188477,2.4787302017211914,240.1636111,25.7712627,240.164,25.7712,3.0,0.0886133,7.471726869110576,1.0655373981255731,True,390,5.588933454621805,3.3056123547476632,1.1104038871791708,12.168305251452717,1.0552446356278438,0.2780065815529706,12.168305251452717,1.0552446356278438,0.2780065815529706
A2142-1678,19.4327,20.4335,5.42830753326416,1.730607986450195,240.2077462,25.7264999,240.208,25.7266,3.0,0.0890102,7.768920753594105,0.921009972468655,True,392,2.0019711364301367,1.65239815890558,1.4976988180927409,9.231369305452317,1.866470361000688,2.0098012706981283,9.231369305452317,1.866470361000688,2.0098012706981283
A2142-1670,20.0084,20.4987,2.808805227279663,1.5324628353118896,240.1384345,25.7728635,240.138,25.7728,2.0,0.0888002,7.434188602592115,0.9432158463587262,True,,,,,,,,,,
A2142-1768,18.6642,19.6618,9.635226249694824,3.4258241653442383,240.2955273,25.5737572,240.296,25.5738,3.0,0.0878342,8.444002914642216,3.0246617667840625,True,396,1.638049165800453,1.3655070388500246,0.9000127790466905,11.995465432964757,1.0878198332334517,0.4260325195363688,11.995465432964757,1.0878198332334517,0.4260325195363688
A2142-7820,19.7995,20.5053,3.2476110458374023,1.3658877611160278,240.1950323,25.8540617,240.195,25.8541,3.0,0.0882168,7.161463013079149,1.8688670629815929,True,397,3.1247593418424757,2.120100734645053,1.6547231052783786,12.200935032285823,0.7964863977701135,0.3082253606678904,12.200935032285823,0.7964863977701135,0.3082253606678904
A2142-1765,18.0623,19.0081,14.454615592956545,5.634418487548828,240.2871462,25.7567606,240.287,25.7568,3.0,0.0875952,7.670548218911223,3.6176650365049032,True,399,1.147128245075984,0.8303040489798255,2.54004780178452,5.737845670830115,1.2809644373046982,2.3169233658020065,5.737845670830115,1.2809644373046982,2.3169233658020065
A2142-1683,20.0407,20.9341,3.883439540863037,1.5973186492919922,240.1908957,25.6896195,240.191,25.6896,3.0,0.0900305,7.976979550292822,3.5526651166969407,True,,,,,,,,,,
